Zip Code,Region Name,Size Rank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
395151,"Terre Haute, IN",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79692,80138,80488,81144,81607,81890,82038,82040,82007,81917,81817,81692,81562,81294,81007,80713,80635,80698,80907,81175,81446,81669,81821,81916,81930,81977,81994,82098,82156,82190,82106,82090,82045,82052,82057,82083,82135,82067,81950,81649,81277,81037,80908,80831,80654,80489,80300,80083,79950,79857,79759,79683,79587,79386,79006,78662,78381,78153,77932,77844,77675,77577,77465,77506,77518,77579,77655,77649,77662,77631,77585,77430,77308,77139,76989,76709,76589,76475,76497,76506,76492,76498,76516,76550,76591,76622,76705,76762,76806,76823,76813,76857,76927,76996,77036,77101,77075,77108,77090,77189,77248,77301,77359,77383,77417,77439,77507,77589,77727,77850,78023,78199,78338,78510,78670,78875,79081,79307,79549,79743,79972,80162,80319,80411,80517,80650,80778,80967,81157,81304,81431,81603,81787,81954,82120,82342,82619,82845,83059,83146,83209,83355,83542,83748,83888,84093,84340,84597,84851,85185,85561,85977,86441,86987,87541,88049,88587,89162,89695,90188,90655,91131,91545,91966,92371,92645,92987,93338,93778,94131,94520,94909,95264,95567,95878,96166,96421,96695,96875,97037,97098,97161
394896,"Muskegon, MI",238,64629,65212,65877,66536,67176,67549,67861,68182,68626,69174,69691,70337,70825,71280,71639,72091,72603,73522,74526,75490,76227,76695,77232,77659,78398,79180,79894,80446,80944,81437,81911,82377,82885,83582,84315,84940,85393,85758,86221,86717,87210,87600,88046,88618,89309,89988,90458,90976,91505,92217,92970,93724,94436,95152,95715,96150,96412,96641,96993,97449,97891,98176,98306,98415,98578,98754,99028,99320,99669,100017,100403,100709,100913,101006,101259,101581,101881,101814,101639,101541,101659,101882,101941,101986,102060,102247,102152,101910,101729,102167,102790,103362,103621,103814,104128,104527,104890,105299,105856,106591,107240,107620,107967,108293,108712,109011,109339,109617,109957,110016,110219,110463,110507,110301,109674,109384,109175,109196,109084,108887,108753,108617,108569,108438,108288,108423,108820,109112,108976,108561,108210,108055,107681,107906,107090,105996,105510,105124,105050,104167,104006,103918,103523,102566,101979,101337,101908,102498,102392,101748,100252,99030,97478,96811,96631,96392,95674,93955,92342,90744,89823,89403,89535,90102,90520,89693,88535,88008,87807,88451,88270,88423,87661,86510,85584,84835,84445,83841,83420,82744,82135,81368,80681,79910,79619,79620,79637,79233,78752,79095,79549,80101,80068,80093,80349,80832,81524,82358,82978,83664,84032,84380,84566,85097,85993,87051,87974,88680,89044,89173,89324,89624,90210,90700,91039,90834,90699,90414,90574,90734,91427,92097,92859,93295,93740,94009,94641,95429,96469,97505,98373,99251,99523,99811,99733,100246,100837,101722,102532,103299,104039,104547,105275,105827,106757,107607,108814,109792,110539,111012,111321,111776,112579,113788,114765,115711,116567,117637,118766,119736,120817,121930,123238,124782,125670,126757,127743,129416,130774,132167,133214,134559,135882,137312,138309,138947,139875,140713,141720,142231,143002,143653,144481,145184,145883,146517,147415
394553,"East Stroudsburg, PA",239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107797,108214,108755,110028,111452,112745,113657,114265,115139,115873,116957,118093,119934,121745,123350,124305,125236,126406,128203,130267,132107,134020,135512,136890,137805,139198,140900,142795,144536,146391,148272,150576,152583,154815,156669,158671,159640,160418,161089,162563,163996,165339,166726,168171,169756,171664,174279,176989,179615,182094,184606,186658,188436,190188,191869,193454,194882,196290,197161,197157,197311,198106,199531,200216,200945,201663,202754,203062,203427,203219,203198,204532,206299,206423,204829,204491,204060,203566,201679,201075,200464,200364,199352,198042,195894,194715,193674,192234,191071,189288,188052,186487,185057,182999,180963,178800,177161,175518,174563,173941,173504,173421,173512,173075,172705,172406,172912,172635,172246,171509,170831,169211,167137,165987,164972,164036,162202,160723,158906,158031,157255,156856,155632,154599,153614,152437,151358,150451,149694,148586,147654,146486,145328,144045,143665,143820,144266,143994,143364,142986,143214,143465,143204,142752,142541,142443,142480,142399,142108,141884,141803,141505,141158,140921,141041,141387,141539,142053,142042,141907,141589,141627,141597,141640,141334,141403,141476,141617,141569,140950,140553,140105,140200,140193,140411,140419,140707,140833,141143,141314,141535,141877,142106,142617,143094,143895,144482,144980,145465,145873,146427,146939,147765,148750,149970,150933,151493,151916,152687,153928,155070,156229,157170,158223,159326,160325,161329,162166,163312,164372,165318,166063,166851,167756,168774,169812,170695,171617,172474,173586,174708,175955,177201
395102,"Sioux City, IA",240,67239,67520,67770,68026,68275,68561,68901,69234,69566,69690,69801,69907,70221,70565,70973,71337,71751,72040,72287,72508,72807,73526,74194,74911,75190,75478,75749,76246,76643,77133,77423,77829,78089,78231,78590,78886,79440,79795,80094,79966,79966,80123,80742,81230,81773,82041,82289,82435,82696,82914,83158,83593,83957,84274,84338,84582,84867,85308,85575,85933,86251,86640,86947,87144,87370,87529,87752,87893,87977,88083,88157,88234,88200,88260,88399,88604,88837,89017,89165,89236,89384,89530,89781,90025,90256,90451,90711,91061,91378,91667,91961,92278,92538,92759,93030,93538,94039,94402,94593,94795,95076,95313,95608,95918,96229,96464,96604,96277,96063,96133,96198,96067,95777,95870,95941,95935,95932,95987,95998,96118,96200,96294,96626,97160,97629,97786,97789,97905,98019,98153,98392,98754,99159,99342,99421,99411,99574,99760,100035,100253,100459,100607,100743,100856,100955,101035,101065,101071,101072,101117,101229,101341,101441,101603,101698,101761,101671,101628,101586,101566,101557,101511,101435,101338,101324,101229,101194,101165,101333,101452,101587,101703,101790,101847,101849,101876,101832,101708,101548,101407,101368,101471,101605,101752,101895,102078,102311,102521,102727,103231,103748,104267,104348,104426,104504,104746,104966,105256,105508,105810,106105,106458,106816,107154,107317,107340,107369,107493,107738,108127,108575,108993,109236,109235,109307,109488,110360,111367,112321,112814,113131,113779,114479,115226,115816,116247,116701,117039,117490,117894,118343,118973,119689,119295,118763,118244,118712,118865,118869,118902,119152,119483,119875,120391,121035,122107,123203,124259,124894,126845,128705,130527,130965,131378,131930,132474,132841,133512,134320,135183,135519,135159,135029,135109,135824,136557,136859,137069,137212,138523,139843,141259,141850,142296,142674,142975,143508,143921,144513,145094,145734,145173,144472,143615,143688,143865,143914
394651,"Greenville, NC",241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141219,142317,142643,143380,143235,143207,142809,142498,141498,140670,140275,140140,139321,137014,135165,133977,134245,134308,134629,134763,135488,136377,136634,136672,137381,139159,140913,142279,142900,143328,143828,144443,145593,145948,146125,145986,146268,146917,147231,147090,146969,147061,147628,147975,148032,148098,148600,149231,149776,150179,150435,150552,150396,150434,149335,148286,147089,146785,146259,145635,145050,144419,143881,143277,142526,141564,141006,140633,140555,140344,140201,140035,139743,139427,139327,139356,139822,140137,140533,140615,140534,140044,139398,138854,138509,138088,137330,136633,135944,135740,135456,135444,135164,134903,134554,134105,133738,133682,133909,133973,133746,133202,132850,132346,132217,132036,131953,131949,131785,131758,131701,131805,132001,131991,131980,131989,132090,132514,132893,133207,133358,133469,133698,133719,133670,133789,133939,134135,134050,133704,133623,133595,133864,133799,133547,133543,133478,133557,133409,133376,133428,133455,133436,133547,133831,134162,134373,134453,134740,135005,135343,135670,136032,136629,137098,137498,137547,137685,138086,138720,139380,140054,140719,141156,141546,141818,142133,142422,142837,143493,144045,144511,144839,145126,145470,146050,146790,147545,148267,149003,149704,150258,150777,151337,151968,152648,153301,153902,154404,154916,155474,156057,156685
395210,"Waterloo, IA",242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101059,101778,102500,103844,105166,106877,108507,110264,111535,112880,113827,114548,115028,115544,116145,116841,117433,117335,117362,117085,117357,117248,117580,118004,118584,119067,119432,119855,120242,120496,120440,120297,120206,120407,120590,120881,121142,121492,121715,121810,121726,121634,121629,121749,121880,121874,121890,121968,122173,122411,122249,122068,121834,121965,121917,121847,121820,121856,121812,121743,121699,121933,122796,123727,124787,125259,125882,126104,126237,126261,126342,126363,126268,125221,124557,123634,123191,122499,122078,122235,122442,122673,122863,123025,123235,124079,124572,125272,125349,125711,125902,125895,125896,125902,126071,126378,126633,126929,127130,127356,127619,127938,128100,128310,128547,128957,129277,129476,129737,129898,130001,130110,130326,130728,131212,131666,132006,132201,132398,132627,132776,132897,133020,133021,133087,133099,133292,133407,133620,133707,133802,133917,134183,134381,134554,134756,134975,135023,135260,135479,135698,135545,135447,135443,135464,135620,135801,136074,136295,136700,136351,136108,135777,136553,137156,137620,137829,138025,138317,138625,139141,139618,140263,140739,141286,141534,141869,142250,142631,143000,143240,143644,143914,144234,144597,145041,145460,145628,145783,145932,146180,146401,146653,146728
394944,"Oshkosh, WI",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130073,130470,131131,132297,133595,135028,136022,136613,136714,137070,137580,138025,138283,138607,138599,138687,138524,138203,138309,138643,139502,139712,139765,139744,139947,140301,140777,141150,141368,141298,141198,141326,141486,141951,142163,142440,142483,142423,142505,142206,141883,141392,141233,141248,141220,141077,140810,140382,140082,139968,138604,137930,137434,138075,137485,136654,135871,135337,134551,134001,133405,133202,134809,136063,136424,135503,135359,134647,133841,132829,132760,132047,130919,129203,126007,122578,119433,117226,115639,114953,114279,113747,113565,114132,114471,113980,113976,115045,117134,119088,120327,120676,121152,121375,120577,119491,119311,120342,122183,123062,123898,123901,124032,124796,125324,125477,125158,125150,126135,128040,128934,128867,127231,126399,125637,124644,124037,124333,125557,126329,124813,121452,118354,117176,117652,117755,118031,118297,118219,117972,118195,118606,119409,120536,121110,121657,121486,122313,122638,123491,124694,125362,124715,123854,124429,126384,129289,130350,130796,130777,132105,133067,133470,133917,135098,136801,137648,137732,137148,138056,139690,141123,141142,140655,140730,141132,142034,142576,143188,143787,144541,145134,145417,145915,146964,148483,149799,150982,151698,152506,153400,154431
395246,"Yuba City, CA",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99317,100153,100762,102081,103343,104630,106008,107342,108695,109875,110929,111956,112952,113826,114845,115768,116770,117683,118484,119266,119973,121082,122389,123811,125294,126772,128403,130094,131791,133501,135052,136709,138430,140329,142312,144371,146174,147989,149653,151991,154311,156947,160080,163596,167448,170174,172956,175500,179233,182982,187097,190868,195342,199804,204068,208056,211810,216656,221397,226443,231364,236768,242379,247325,251688,255972,260290,264646,268724,271921,274751,277141,279038,280485,281446,282278,281736,280269,278790,276958,274864,271804,268316,264954,261433,258596,255442,252635,250859,249604,247894,245703,243221,241308,239562,237167,234150,229742,225192,220660,216078,211423,206346,201610,197565,194469,191755,189409,187421,185905,184674,183601,182642,181848,181539,181250,180946,180363,179904,179468,179098,178916,178820,178611,178251,177693,177132,176851,176499,175930,174946,174067,173247,172276,171285,170354,169631,169095,168715,168347,167953,167647,167518,167489,167612,167973,168388,168970,169599,170505,171611,172877,174308,175817,177728,179683,181753,183783,186071,188374,190783,193189,195883,198432,200910,202957,204631,206380,207747,209058,209812,210707,211533,212609,212711,212744,212650,213164,213533,213998,214489,214904,214966,215355,216100,216399,216815,217157,217748,218839,220535,221296,222791,224721,228535,230478,231547,232461,234613,237330,239668,241524,243055,246468,248714,250736,251089,254294,258311,261959,264458,266134,269189,271528,274479,275325,277414,279960,283065,283794,283570,284356,285549,287059,287563,289197,290554,292516,293791,294355,295199,296801,298872,300354,301803,303261,304825,305942,306991,308224,309570
394299,"Abilene, TX",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87411,87355,87442,87701,88096,88579,89059,89545,89944,90295,90715,91202,91730,92486,93283,94093,94836,95576,96289,96972,97657,98459,99191,99948,100610,101096,101418,101454,101363,101092,101031,101366,101940,102348,102383,102313,102343,102539,102765,103089,103382,103804,103987,103370,102790,102513,103086,103314,103289,103058,103000,102922,102895,102670,102536,102640,102577,102377,101906,101830,102061,102279,102392,102219,102091,101967,101881,102022,101907,101774,101196,100792,100138,99785,99290,99035,98576,98252,98071,97416,97313,97156,97761,98055,98358,98694,99279,100077,100693,101024,100991,101443,101402,101763,101613,101769,101975,101951,101735,101217,101285,101854,102643,103335,104222,104561,105000,105264,105916,106491,107177,107913,108581,108897,109347,109847,110067,110311,110346,110658,110534,110523,110639,111085,111320,111621,111626,111337,111378,112180,113351,114223,114858,115590,116263,116660,117180,117613,118194,118947,119693,119997,120294,120659,121281,121623,121664,121684,121582,121905,122395,122974,123699,123875,124207,124359,125136,126071,127137,128090,129027,129801,130441,130664,130571,131046,132023,133183,133693,133686,133771,134051,134429,134700,134933,135388,135977,136449,136420,136316,136335,136712
394485,"Columbia, MO",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135076,135349,135563,136040,136841,137768,138643,139283,139993,140787,141448,141745,141973,142226,142754,143360,143444,143302,143136,143288,143553,143694,144016,144515,145234,146045,146822,147350,147908,149058,150558,151821,151984,151989,152179,152910,153430,153970,154322,155025,155698,154791,153277,152368,153377,154775,155616,156369,156902,157283,157491,157964,158407,159314,160186,160670,160553,160336,160560,160819,161266,161708,162142,162257,162370,162785,163458,164116,164185,163908,163310,162730,162421,162277,162293,162322,162512,162859,162878,162676,162548,162801,163272,163520,163465,163351,163296,162983,162477,161593,161013,160565,160302,160087,159817,159685,159565,159375,159367,159483,159769,159863,160175,160654,161311,161610,161723,161605,161568,161356,160931,160560,160164,160267,159892,159461,158743,158257,158098,158224,158389,158947,159376,159818,159971,160231,160538,160956,161369,161943,162031,161893,161652,161405,161220,161296,161669,161811,162087,162346,162690,162885,163374,164150,164885,165283,165643,165666,165573,165702,166124,166394,166710,166771,167182,167311,167465,167848,168341,169143,169955,170426,170305,170174,170255,170752,170820,170971,171264,171502,171671,171431,171209,171184,171873,172642,173100,173247,173731,174296,174886,175499,176215,177304,178478,179576,180199,181103,182092,183169,183583,183874,183911,184030,184247,184311,184330,184381,184457,184227,184021,184147,184860,185759,186703,187059,187068,186899,187147,187686,188389,189129,189666,190084,190353,190548,190850,191590,192559,193704,194560,195208,195830
394539,"Dover, DE",247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224813,228366,231118,235803,238492,239787,240349,240538,240186,239256,237708,235961,234292,231619,228534,225368,223726,222873,222117,221030,219689,218699,217821,217054,215916,214149,212151,210758,210013,209641,209532,209567,209878,209380,208810,207788,206682,205281,203823,202383,201008,199744,198233,196771,195564,194983,194450,193522,192595,192395,192407,191603,190456,189452,188992,188453,187403,186683,185933,185588,185226,184688,184447,184467,184858,184863,185003,185200,185697,185838,185902,186293,186823,187222,187381,188241,188989,190064,190685,191546,192466,193229,194135,194825,195273,195818,196303,196371,196370,196291,196627,196560,196506,196543,197094,197590,198327,198686,199067,199544,200217,200978,201770,203026,204197,205245,205474,205674,205776,206004,206205,206074,206088,206257,206453,206626,206820,207328,208149,209195,210407,211467,212356,213408,214938,216333,217180,217359,217464,217776,218046,218271,218843,220414,222041,223459,223380,223556,223996,225306,226670,227750,228891,229998,230800,230931,231165,231603,232981
394555,"Eau Claire, WI",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122047,122573,122785,123569,124628,125823,127054,127712,128490,129010,129701,130260,130744,131131,131773,132282,132379,132391,132350,132826,132817,133033,132996,133108,133110,133134,133360,133574,133564,133220,132734,132615,132594,132778,132809,132808,132742,132656,132609,132561,132664,132707,132589,132351,132697,132642,132602,132349,132669,132789,132514,131606,130819,129894,129750,129305,129105,129163,129419,129520,129100,129070,129165,129527,129564,129639,129372,129260,128236,127133,125974,125649,125399,124798,124131,123659,123368,123195,122877,122586,122462,122077,121544,120780,120601,120451,120294,119930,120022,119991,120038,120070,120745,121902,123580,125017,125458,125733,126105,126971,127419,128324,129327,130348,130773,131137,130942,130551,130534,131320,132421,133134,133353,133212,133011,132959,132886,132665,132662,132752,133013,132962,133161,133627,134450,135254,135971,136743,137720,138765,139630,140673,141715,142712,143067,143204,143527,143917,144605,145001,145610,146124,146965,147737,148695,149618,150565,151414,152570,154022,155382,156621,157650,158702,159712,161197,162429,163557,164450,165729,166787,167285,167585,167704,168262,168844,169534,169877,170286,170658,171205,171576,172128,172989,174047,175454,176668,177973,179265,180721,182355,184236
394720,"Janesville, WI",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131540,130953,130510,129213,128198,127066,126298,125115,123792,122588,121616,120710,118815,116484,114339,113380,112536,111863,110908,110979,111136,110917,110065,109209,109645,110992,111883,112180,111539,110943,110315,108897,107635,106599,106496,106458,106259,105778,105306,104116,103355,102437,101128,99944,99121,99076,98359,97381,96572,95655,95337,95314,96144,96847,98286,99539,100295,99872,100162,100703,101689,102413,102830,102956,102323,101996,101468,101417,101688,102899,103785,104467,104174,104514,105077,105935,106492,107178,108152,109128,109735,109873,109638,109755,110725,111643,112088,111802,111845,111825,111716,111269,111181,111270,111803,112345,112648,112912,113256,114661,116038,117310,118021,119016,120144,121547,122841,123703,124507,125208,126569,127694,128748,129410,130315,131314,132161,132613,133385,134702,136172,137062,137950,138140,138669,138840,139964,141105,142235,143021,143187,143480,144036,145032,145464,146119,146837,148095,148632,149071,149581,150529,151842,152900,153728,154562
394710,"Jackson, MI",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94249,93617,93681,94154,95283,96421,97361,98189,99026,99783,100658,101449,102041,103301,104449,105095,105030,105190,105653,106229,106608,107212,107840,108691,109876,111360,112716,113690,114204,114385,114671,115213,116213,117150,117740,118118,118366,118517,118777,119283,120085,120812,121486,121905,122293,122646,123261,124029,124768,125557,126258,126910,127184,127696,128052,128631,129069,129856,130654,131353,131910,132425,132924,133429,134108,134657,135342,135764,136402,137052,137718,138373,138964,139651,140078,140516,141007,141542,142054,142829,143379,143671,143643,143779,143942,144088,144341,144742,144819,144770,144681,144378,144475,144039,143804,143151,142722,142759,142078,141471,140459,140200,139698,139126,138029,136633,135245,133778,132710,130707,130623,129439,128076,124563,121544,118614,115459,113172,110651,108576,105155,102433,98832,95973,94001,93207,92552,91782,91487,91573,92434,93527,95510,96076,95822,95365,95476,96155,96350,96664,96596,95727,94027,92223,90899,91455,92406,93246,92409,91253,90090,89380,88690,88500,88361,87646,86102,84018,83113,82847,83345,83393,83583,83422,84069,85015,86262,87797,89327,91122,92058,92764,93563,95158,97097,98981,100009,100337,100963,102172,104502,106200,107917,109172,110612,111318,111568,112013,112621,113352,113590,113363,112505,111666,111246,111508,112331,113284,113984,114315,114464,114858,115295,115959,116577,117644,118731,119484,118992,118714,119279,120254,121322,122074,122783,123153,123309,123467,123449,123831,124233,124464,124499,124785,125737,126647,128023,129784,131571,133395,134265,134811,136180,137945,139750,141389,142641,144144,145068,145970,147088,147226,148146,148969,149840,150390,150812,151188,151509,151748,152228,152588,152801,153735
395009,"Punta Gorda, FL",251,88554,88598,88491,88296,88184,88168,87995,87855,87677,87780,87850,87996,88010,88226,88526,88942,89250,89490,89969,90504,91148,91432,91595,91574,91592,91678,92017,92405,92772,93072,93359,93481,93511,93484,93602,93814,94180,94507,94884,95287,95873,96420,96934,97412,97942,98685,99505,100292,100932,101631,101986,102304,102426,102819,103262,104104,105100,105927,106632,107316,108189,108910,109737,110597,111479,112364,113338,114141,114769,115475,116240,117067,117759,118643,119661,120700,121916,122972,124191,125423,126951,128425,130004,131604,133210,134654,135926,137380,138895,140475,142283,144269,146541,148682,150683,152877,155063,157432,159808,162384,164947,167808,169980,172173,173850,176488,179546,184179,189412,194615,199751,204542,209838,215112,220403,225405,229969,233959,237209,236706,236178,236974,240128,241666,241262,239839,238993,237630,235925,233278,229367,225307,220330,214965,208578,203795,200352,197440,193623,188932,184200,179724,177727,177468,177871,176381,173664,170606,166928,163582,160182,158632,157688,156739,153769,150329,146784,144336,142440,140851,140074,138774,137856,136376,135578,135382,136528,137401,137437,137235,137020,137061,135986,135407,134618,133381,131175,128924,126581,124928,123777,123221,122611,121515,121310,121024,121352,121882,122759,123278,123679,123818,124466,124809,125655,126498,127158,127486,128203,129392,131167,132970,134836,136530,138163,139733,141229,143320,145614,148604,150241,151592,152078,152667,153118,153984,154834,155947,156491,156765,156662,156576,157385,158975,160831,163205,164664,165749,166372,167290,168985,170519,172715,174569,176515,177479,178627,179209,181160,183559,186326,188529,190059,191731,192914,194418,195668,196702,197500,198012,199017,200086,201328,202322,203366,204830,206085,206648,207102,208186,209364,211441,211725,211988,211749,213191,214932,215712,216416,217776,218881,219323,219734,220470,222344,223668,224843,224929,224754,224946,225220,225095,225090,225154,225014,224023,222659
394393,"Bloomington, IN",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116690,116965,117143,117502,117729,118162,118839,119680,120360,120922,121440,122082,122773,123338,123925,124421,125133,125416,125358,125039,125100,125388,125734,125750,125722,125755,125813,125982,126057,126323,126493,126643,126495,126209,126018,126083,126069,126021,126097,126347,126651,126962,127400,127889,128423,129017,129432,129884,130392,131043,131534,132000,132341,132661,133001,133579,134233,134898,135326,135726,136032,136474,137011,137572,138256,138983,139748,140346,140631,140836,141508,142242,142831,142973,143025,143096,143112,143106,143152,143011,143327,143744,143960,143973,144025,144475,144984,145177,145289,145179,145201,145377,145442,145411,145397,145579,146012,146267,146434,146852,147376,147795,147792,147722,147623,147477,147672,147797,147705,147429,147253,147193,147061,147789,148845,149687,149846,149929,149452,149099,148783,149130,149569,149874,150166,149906,149707,149614,150083,150489,151195,151638,152219,152170,151825,151308,150660,149945,148730,147832,146964,146625,146198,145847,145461,145171,144982,145002,145169,145503,146047,146527,147130,147276,147292,147292,147280,147532,147853,148136,148555,148857,149247,149511,149565,149754,149964,150390,150790,150963,151076,151282,151475,151624,151928,152144,152557,153022,153831,154342,154567,154764,155183,155470,155628,155925,156141,156422,156591,156708,156648,156600,156978,157747,158418,159007,159241,159425,159814,160411,161095,161640,162230,163400,164451,165086,165323,165864,166949,168238,169037,169922,170463,171454,172310,172590,172915,173318,174565,175655,177098,178194,179638,180609,181869,182973,184141,185601,186995,188465,189317,190313,190711,191609,192528,193962,195336,196439,197574,198645,199744,200812,202016,203116,204385,205382,206268
