Zip Code,Region Name,Size Rank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
394524,"Decatur, IL",354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95748,95720,95733,95674,95574,95384,95268,95135,94910,94588,94250,93795,93361,92842,92524,92252,92086,91974,91782,91548,91402,91077,90900,91061,91413,91922,92027,92190,92221,92167,92031,91996,92131,92796,93252,93392,93196,92997,92737,92464,92273,92606,93108,93660,93911,94075,94196,94327,94391,94255,94647,94696,94798,94323,93778,93166,92708,92340,92091,91902,91915,92163,92177,92451,92547,92767,92842,92963,93003,93014,93057,93404,93738,93906,93467,92868,92472,92304,92376,92292,92360,92094,91897,91460,91301,91122,91627,92280,92802,93178,93114,93231,93165,93208,93004,92236,91209,90500,90693,91063,91375,91095,91184,91222,91145,91461,91724,92559,92886,93110,92512,91882,91330,91275,91128,90978,90964,90643,90432,90072,90160
394867,"Missoula, MT",355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175658,176604,176852,177495,177669,178141,178712,179248,179735,180451,181307,182213,182833,182987,183510,184296,185415,186232,186794,187585,188350,189302,190079,190795,191669,192541,193649,194563,195837,196959,198739,200592,202692,203682,204606,205593,207101,208445,209621,211581,214392,217327,219073,219679,220144,221426,223077,224911,226814,228424,230137,230610,229419,227745,227042,228513,230342,231886,232811,232951,233420,234783,236628,238311,240426,242945,245832,247747,249249,250387,251741,253641,255284,256774,257796,259162,260470,261599,262255,262799,263510,264726,265109,266292,266649,266835,266044,265872,265508,265162,264189,263861,263072,262820,264113,263692,262992,260794,260161,258932,259051,258970,259068,257647,256594,254417,251942,249789,249113,249282,249563,249951,249698,249516,249381,249589,249190,248874,247952,247178,245556,243954,242401,240686,239104,237663,237000,236587,236346,236498,237229,238806,240608,242814,243103,243325,242759,242123,240948,240496,241303,242043,242160,241914,241986,241825,242741,244112,246434,248932,251505,253909,255259,255964,256476,256755,256765,257415,258401,259559,259818,260229,260492,259917,259267,259566,260700,262053,263662,264626,265397,265533,266314,266671,267169,268095,269440,270447,271598,272758,273547,273796,274174,274815,275833,276947,278487,280049,282054,283827,285457,286376,287482,289402,291324,293030,294173,295753,297448,299163,299847,300607,300889,301761,302177,303305,304813,308013,310880,313277,313108,314216,315672,318810,320916,322794,324684,325650,326799,326838,327421,328266,331136,333070,335252,336224,338405,340747,343452
753915,"Salem, OH",356,58646,58578,58698,58941,59412,59737,59802,59812,59975,60374,60766,61318,61761,62317,62541,62636,62519,62641,63232,63897,64423,64644,64931,65044,65189,65333,65721,66108,66350,66601,66785,67046,67238,67348,67377,67533,67831,68210,68492,68796,69176,69553,69806,70041,70268,70662,71101,71545,71905,72186,72491,72810,73185,73510,73875,74229,74612,75015,75271,75540,75742,75999,76234,76466,76657,76841,77019,77273,77516,77714,77917,78069,78280,78472,78642,78818,78964,79128,79258,79343,79517,79637,79902,80129,80376,80541,80752,80982,81312,81628,81993,82270,82480,82719,82929,83153,83367,83656,84002,84344,84591,84809,85008,85300,85548,85830,86068,86383,86627,86873,87037,87203,87229,87261,87210,87206,87192,87107,87056,86954,86921,86894,86859,86845,86897,86983,87081,87017,86930,86833,86729,86603,86482,86334,86180,85930,85872,85820,85827,85779,85783,85820,85773,85702,85525,85314,85097,84967,84716,84434,84084,83906,83693,83440,83198,82926,82716,82436,82155,81831,81487,81133,80851,80559,80327,80120,79930,79753,79575,79479,79346,79129,78918,78722,78511,78282,78011,77764,77428,77129,76831,76620,76479,76416,76370,76301,76262,76206,76189,76185,76377,76581,76702,76696,76608,76606,76615,76753,76869,76994,77038,77055,77043,77065,77224,77359,77577,77707,77871,78028,78230,78470,78694,78905,79022,79160,79293,79479,79650,79903,80166,80329,80344,80341,80516,80818,81237,81508,81750,82089,82536,82902,83206,83451,83834,84168,84481,84653,84731,84906,85099,85345,85572,85848,86131,86472,86804,87202,87467,87828,88153,88583,89021,89338,89533,89731,90012,90386,90752,91103,91568,92099,92632,93028,93327,93704,94023,94353,94596,94928,95274,95790,96544,97408,97744,97844,97802,98233,98770,99298,99874,100351,100848,101239,101449,101562,102132
394369,"Bay City, MI",357,75966,76565,77132,77638,78181,78672,79178,79695,80236,80790,81279,81838,82365,83001,83525,84043,84442,84964,85561,86142,86646,87194,87898,88341,88610,88762,89173,89673,90184,90613,90895,91155,91450,91586,91738,92032,92636,93115,93616,94299,95232,96125,96908,97646,98425,99277,100064,100778,101352,102009,102626,103176,103545,103912,104361,105010,105654,106501,107198,107865,108396,109054,109557,109985,110341,110867,111175,111239,111044,110641,110244,110152,110129,110124,110246,110289,110570,110622,111167,111848,112673,113460,114072,114593,115205,115636,115724,115858,116037,116429,116518,116461,116463,116352,116417,116491,116568,117202,118115,119197,119517,119635,119751,120145,120578,121306,122199,122785,123187,122908,122572,121987,121916,122084,122493,122760,122821,122746,122927,123310,123661,123823,124011,124146,124155,123959,123514,122989,122516,121855,121068,120158,119424,119052,118765,118614,118532,118187,117730,116985,116408,115974,114873,113759,112559,111631,110512,109325,108330,107699,107109,106659,105974,105253,104811,104256,103548,102316,101201,100045,99014,97922,97055,96332,95692,95130,94693,94497,94460,94546,94514,94588,94285,94025,93520,93186,92908,92678,92427,92060,91739,91626,91667,91760,92013,92144,92324,92248,92210,92084,92020,92008,92037,92038,92135,92244,92621,93112,93768,94362,94929,95452,95989,96527,97044,97483,97856,98190,98791,99550,100323,100841,101270,101770,102303,102912,103387,103663,103803,104028,103468,102556,101446,101222,101372,101701,101859,101756,101623,102039,102621,103354,103917,104623,105385,105906,106057,105899,105614,105666,105899,106143,106135,105697,105604,105814,106167,106267,106274,106510,107056,107556,108143,107999,108076,108162,108562,108786,108952,109350,109878,110488,111150,111825,112616,113151,113928,114447,115118,115063,115053,115071,115501,115917,116313,116620,116780,117457,117927,118714,119190,120288,121393,122477,123269,124065,124867
394788,"Lewiston, ME",358,82145,81971,81469,81177,81010,81091,81165,81249,81467,81457,81644,81535,81658,81786,82248,82461,82418,82104,81869,81796,82167,82848,83590,84192,84567,84752,85218,85791,86683,87835,89135,90226,90286,90481,90941,91862,92593,92996,93605,94261,94946,95227,95338,95709,96323,97006,97463,98214,99182,100336,101216,101989,102835,103606,104341,105067,106295,107379,108307,108771,109194,109696,110152,110651,111026,111603,112312,113172,113863,114696,115684,116839,118010,118870,119858,120927,121784,122517,122971,123642,124235,124759,125192,125442,125712,126330,127002,127806,129241,130840,132855,133798,134843,135738,136933,138315,139752,141806,144174,146445,147680,148708,149652,151796,153692,155740,158115,160721,163289,164651,165128,165732,166280,167376,167884,168662,169525,170539,170879,170953,170866,171252,171925,172626,173694,174340,175236,175348,175488,175229,174927,174489,174285,174519,174860,174873,175115,175357,175802,175837,175832,175706,175643,175539,175140,174921,174558,174310,173310,172369,171273,170611,169861,169505,169011,168503,167769,165646,163422,161207,160206,159222,158358,157609,157011,156004,155248,154484,154183,154298,154530,154744,154669,154572,154230,153647,153097,153213,153291,153396,153070,153125,153295,153423,153158,152766,152621,152619,152454,152092,151688,151363,150989,150484,149963,149587,149480,149613,149668,149745,149791,149592,149362,149238,149349,149415,149182,148842,148469,148041,147821,147502,147224,147327,147960,148954,149460,149712,149524,149581,149499,149656,149920,150103,149769,149078,147872,145698,143324,142059,143075,144777,145844,145500,143827,142508,143339,143830,144006,143894,145780,146132,144498,141404,140229,141211,143847,146431,146733,147549,148604,151293,153039,155637,158261,160885,162455,162943,162879,162831,163311,164174,165468,166847,167462,168152,168303,169374,170139,171091,172080,172256,172540,172105,172571,172704,173648,173769,174778,175471,176603,177710,178757,180486,182418,184715,186150
395039,"Roseburg, OR",359,82619,82865,83165,83428,83762,84067,84379,84700,85017,85599,86103,86609,86924,87290,87711,88041,88292,88565,88796,89156,89429,89353,89183,89135,89204,89397,89352,89598,89756,89932,90141,90086,90191,90176,90424,90533,90789,90920,91091,91119,91253,91378,91504,91647,91739,91987,92203,92480,92642,92878,93231,93511,93708,93825,94044,94394,94842,95420,95876,96329,96731,97058,97269,97497,97913,98393,98802,99165,99523,99809,100045,100225,100391,100635,100966,101430,101765,102080,102333,102748,103145,103579,103931,104310,104663,104981,105364,105743,106455,107302,108362,109033,109699,110413,111410,112461,113783,115380,116944,118461,119744,121092,122378,124192,126086,127959,129922,132008,134130,136304,138731,141509,143903,146296,148491,150950,153332,155804,157996,160237,162268,164048,165618,166770,167961,168787,169857,171041,171919,172448,172507,172554,172342,171438,170639,169913,170059,169963,169717,167565,165742,164051,163624,162712,162132,162057,161396,160246,158416,157103,155643,154989,154183,153303,151756,150269,148657,146958,145429,144183,143028,141866,140742,139809,138954,138129,137424,136869,136359,135757,135153,134467,133785,132873,132083,131416,130662,129947,129054,128017,126801,125895,125412,125266,125034,124942,124767,125157,125355,125588,125417,125176,124656,124176,124336,125170,126050,126652,127084,126324,126475,126777,128053,129879,132822,135630,136782,136561,136763,137615,139052,141095,142272,143327,143768,144256,144188,144574,145750,147141,148312,149012,149542,149928,150490,151084,152314,153376,154033,153639,153251,153491,153811,154486,155217,156248,157412,158629,159197,159290,159797,161109,162165,162891,163425,164317,164935,165853,166763,167022,167592,168797,170609,172136,174182,176203,178335,179644,181416,182274,182737,184333,186131,187697,188332,188800,189822,190421,191352,192163,192690,193692,195330,197278,198580,199552,200258,201696,202487,203688,204602,205955,207343,208739,209818,210175,210873
395139,"Sumter, SC",360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87752,87490,87808,88191,88886,89270,89621,90058,90603,91202,91724,92059,92350,93064,93598,94221,94536,95249,96049,96829,97586,98230,98989,99778,100802,101801,102683,103193,103481,103844,104187,104357,104353,104253,104168,104766,105245,105648,105322,105279,105272,105351,105397,105518,105577,106161,106671,106376,105426,104537,104373,104187,103988,103801,103552,103243,102827,101600,100306,99066,98588,98080,97434,96840,96346,95743,95198,94687,94516,94467,94446,94430,94271,94077,93809,93490,93075,92701,92256,91831,91248,90950,90709,90679,90580,90525,90492,90441,90436,90463,90212,89972,89726,89789,89896,89964,90025,90099,90197,90336,90473,90587,91363,92131,92939,93077,93191,93294,93432,93618,93790,93993,94234,94559,94675,94858,95039,95465,95890,96323,96797,97250,97747,98219,98673,99092,99363,99643,99942,100325,100694,101079,101522,101970,102412,102836,103279,103671,104057,104435,104805,105273,105682,106146,106535,106989,107405,107791,108134,108536,109148,109564,109967,110144,110607,111033,111404,111581,111805,112262,112786,113386,113718,114352,114965,115663,116050,116200,116135,116345,116634,117573,117989,118416,118428,118676,118895,119150,119507,120048,120799,121421,121972,121915,122254,122557,123301
394852,"Meridian, MS",361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69590,69656,69781,70020,70303,70201,69891,69535,69236,69043,68757,68613,68684,68790,68933,68943,69005,69750,70778,71881,72936,73836,74908,75815,76595,77334,77818,78178,78378,78360,78434,78552,78655,78855,78987,79099,78848,78551,78388,78644,78997,79249,79440,79573,79840,79924,79944,79904,80052,80227,80379,80445,80468,80530,80431,80336,80066,79894,79707,79627,79632,79679,79749,79734,79767,79851,80055,80242,80597,80927,81346,81608,81877,82148,82511,82889,83291,83643,83915,84156,84314,84526,84705,85029,85323,85602,85769,85933,86067,86211,86377,86537,86681,86844,87026,87217,87344,87477,87630,87883,88100,88323,88522,88791,89066,89317,89489,89574,89790,90047,90318,90423,90576,90735,90884,90981,91123,91258,91418,91590,91810,92057,92381,92754,93095,93426,93665,93978,94218,94536,94804,95193,95552,95980,96313,96667,96985,97308,97704,98046,98407,98706,99036,99273,99474,99587
395095,"Show Low, AZ",362,67322,68456,69968,71038,72182,72808,73699,74179,74766,75209,75669,76112,76232,76427,75675,75468,74977,75386,75261,75696,75790,76419,76888,77541,78143,78642,79520,80465,81499,82160,82873,83575,84579,84943,85504,85909,86796,87667,88753,89552,90455,91171,92135,92765,93160,93277,93394,93907,94704,95552,96111,96690,97270,98127,98795,99592,100296,101085,101650,101913,102057,102179,102529,102969,103515,103751,104101,104328,104812,105303,105921,106698,107362,108010,108428,108673,108734,108997,109313,109867,110134,110474,110819,111173,111550,111831,112248,112925,113716,114493,114981,115176,115670,116332,117196,117895,118674,119847,120899,121854,122494,123042,123963,125572,127229,128906,130292,131865,133475,135059,137052,139087,141550,144472,147721,150602,153195,155799,158729,162120,165508,168066,170557,173338,177204,180683,183516,185968,188912,191054,193125,194469,196608,198986,200878,201761,201452,201191,201447,201433,200733,200020,198915,197484,195135,193928,193139,193176,192445,191764,190025,188303,186375,185128,184296,183325,181783,179084,176153,172939,170323,167628,165681,163951,162700,161278,159739,158690,157931,157175,156131,154988,153675,152153,150445,148876,147271,145692,144037,142373,141019,140024,139312,138765,138379,138313,138531,139053,139894,140787,141744,142681,143561,144412,145114,146047,147292,148675,149822,150527,150695,150879,151020,151471,151944,152553,153704,154805,155623,155912,156212,156710,157659,158714,159918,160837,161782,162836,163468,163806,163920,164563,165408,166338,166899,167134,167517,167857,168433,168748,169147,169786,170804,171741,172413,172814,173512,174413,175216,176075,176472,176997,177722,178704,179811,180460,180925,181195,181619,182459,183263,184169,185353,186519,187316,187871,187788,188462,189660,191550,192998,194005,195129,196424,197721,199018,200677,202085,203691,204865,206054,207454,209230,211038,212425,213383,214307,215455,216437,217672,219041,220452,221602,222238,222745,223340,224202
394396,"Bluefield, WV",363,43869,43890,43874,43922,43924,43943,43918,43939,44012,44135,44270,44392,44546,44642,44751,44813,44974,45117,45272,45453,45619,45776,45898,45980,46107,46325,46685,47003,47250,47493,47815,48008,48088,48086,48100,48172,48157,48132,47983,47833,47776,47756,47806,47807,47890,47970,48100,48255,48467,48651,48860,49195,49500,49781,49931,50325,50734,51220,51415,51573,51679,51952,52196,52376,52497,52584,52680,52681,52686,52678,52827,52976,53161,53230,53306,53338,53474,53672,53893,53987,54057,54105,54271,54427,54612,54733,54867,55039,55205,55369,55524,55794,56120,56471,56761,57039,57310,57567,57832,58070,58425,58790,59205,59532,59853,60218,60753,61367,62011,62640,63352,64101,64554,64893,65133,65607,66023,66447,66537,66595,66547,66747,66877,67065,67256,67576,67927,68104,68204,68135,68216,68313,68528,68613,68630,68532,68533,68614,68703,68763,68711,68668,68607,68476,68295,68084,67845,67642,67418,67132,66821,66518,66432,66437,66332,66169,65848,65593,65424,65266,65126,64891,64720,64545,64332,64138,64110,64133,64255,64213,64187,64182,64213,64149,64045,63917,63890,63797,63655,63509,63398,63437,63485,63533,63518,63669,63808,64001,64072,64151,64273,64405,64554,64611,64622,64565,64597,64524,64528,64497,64567,64685,64819,65005,65154,65317,65521,65766,65955,66153,66332,66537,66699,66809,66765,66707,66766,66969,67139,67267,67385,67617,67818,68065,68267,68489,68691,68877,68897,68917,68944,69107,69272,69435,69539,69634,69727,69863,70186,70502,70880,71071,71241,71406,71540,71597,71655,71688,71797,71890,71960,72043,72133,72321,72555,72636,72923,73206,73653,74042,74381,74689,74855,75005,75115,75156,75238,75375,75329,75291,75240,75583,75929,76288,76544,76859,77211,77577,77870,78164,78472,78765,78962,78860,78734,78584,78549
394518,"Danville, VA",364,56869,56883,56894,56868,56896,56930,57001,57076,57163,57292,57437,57609,57749,57916,58095,58324,58539,58726,58903,59069,59250,59440,59631,59740,59777,59869,59992,60195,60322,60498,60601,60775,60899,60971,61010,61130,61456,61787,62112,62335,62602,62904,63303,63610,63994,64302,64690,64947,65171,65383,65638,65897,66159,66376,66621,66909,67221,67591,67907,68309,68676,69020,69287,69577,69856,70151,70350,70675,70938,71277,71616,72014,72401,72751,73070,73399,73540,73688,73802,74090,74420,74766,74961,75126,75288,75659,76030,76453,77185,78025,78986,79422,79896,80354,81158,81952,82742,83450,84361,85289,86255,87102,88061,89259,90492,91666,92948,94226,95537,96726,97867,99169,99910,100595,100764,101320,101769,102168,102126,102161,102340,102424,102353,101929,102021,101975,102412,102390,102330,102203,102131,102086,101760,101460,101057,100782,100421,100214,99594,99032,98480,98104,97660,96932,96324,95730,95395,94736,94100,93446,93196,92641,92031,91329,90942,90616,90194,89708,89131,88800,88530,88216,87755,87725,87735,87808,87568,87489,87506,87629,87669,87652,87452,87142,86880,86614,86534,86374,86290,86074,85839,85664,85602,85657,85725,86136,86463,86638,86449,86271,86176,86185,86190,86175,86113,86085,86135,86079,86044,86036,86214,86400,86627,86847,87098,87276,87416,87447,87458,87425,87406,87455,87561,87763,87897,88030,88125,88303,88513,88786,89041,89286,89531,89710,89853,89941,90044,90149,90277,90445,90615,90752,90851,90936,91012,91144,91274,91369,91454,91505,91596,91641,91748,91864,92048,92248,92464,92664,92890,93098,93309,93487,93665,93803,93953,94154,94391,94602,94794,95124,95416,95790,95989,96255,96410,96594,96741,96875,96923,96994,97125,97512,97953,98407,98808,99231,99721,100186,100635,101033,101428,101779,102057,102032,101942,101764,101668
394794,"Lima, OH",365,74650,74762,74868,75068,75370,75733,76042,76278,76520,76621,76805,76914,77155,77313,77487,77480,77374,77199,77163,77309,77475,77871,78328,78933,79273,79522,79746,80050,80329,80623,80913,81088,81273,81410,81464,81394,81397,81674,82064,82583,83074,83579,83935,84390,84814,85277,85755,86298,86970,87383,87632,87638,87726,87851,88105,88280,88458,88542,88671,88826,88878,89148,89569,90157,90600,90897,91049,91385,91882,92585,93141,93426,93710,93832,93972,94118,94328,94628,94883,95123,95187,95126,95037,95228,95443,95702,95882,96070,96394,96985,97420,97802,98012,98460,98730,98772,98848,99504,100390,101332,101499,101428,101131,100825,100996,100871,101581,101835,102337,101736,100864,99728,99701,99438,100146,100603,100837,100849,100261,100755,100802,101267,101328,101698,101773,102253,102803,103503,104371,104626,104686,104453,104736,104863,105223,105258,105154,104594,103092,101914,100208,99979,99978,99989,99769,99824,100582,101009,101091,101133,101479,101708,101760,101435,101332,101349,100275,98792,96560,95512,94989,94845,94648,94013,93797,93859,93765,93236,93312,94071,95037,94775,94416,94195,94481,94404,94486,93727,92967,92305,92478,92177,91790,91708,91561,90785,89649,89558,89611,89450,88673,87967,86596,85579,84198,83470,82311,82204,82153,82150,81550,81442,81978,81925,82326,82431,83438,83978,84998,85155,84954,84139,83979,83753,83573,83914,83974,84056,83955,84229,84411,84499,84626,85127,85330,85868,86334,87187,87756,88403,88690,88738,88691,88717,89345,89903,90517,90795,90582,90039,89800,89872,90156,90560,90955,91754,92055,92196,92262,92427,93247,93727,94151,94195,94527,94893,95619,96192,96956,97668,98451,98946,99196,99628,100640,101578,101862,101978,102186,102851,103392,103857,104660,105403,105787,105813,105445,105707,106315,107072,107648,107938,108399,109064,109521,110255,111360
394495,"Cookeville, TN",366,78610,79167,80034,80900,81761,82111,82455,82772,83143,83406,83642,83885,84318,84609,84528,84244,83992,84149,84350,84527,84641,85026,85516,85848,85805,85872,85744,85958,86080,86636,86942,87235,87358,87175,86923,86799,87103,87447,87742,87722,87592,87433,87562,87747,88064,88314,88758,89161,89488,89607,89634,89869,90175,90524,90690,90958,91276,91831,91985,92042,91933,92162,92538,92884,93337,93573,93784,93755,93677,93674,93797,93882,93873,93697,93505,93302,93050,92997,93010,93163,93345,93171,93074,93220,93772,94373,94746,95103,95408,95604,95711,95863,96054,96543,97058,97492,97665,97686,97996,98269,98668,99091,99761,100423,101034,101648,102226,102843,103510,104260,104965,105628,106325,107171,107994,108828,109553,110209,110879,111463,112107,112863,113585,114527,115383,116022,116441,116796,117412,117839,118344,119138,119940,120096,119921,119699,119950,120403,120946,121154,120934,120889,120708,120450,119918,120266,120735,121064,120687,120170,119149,118355,117933,117832,117824,117218,116593,115733,115281,114849,114373,113792,113988,114682,115201,114941,114257,114046,114352,114789,114829,114767,114616,114591,114464,113812,113158,112927,113215,113171,112685,111804,111249,110715,110517,110422,109815,109221,108594,108306,107973,107924,107945,108086,108323,108669,109105,109086,109504,110185,111401,112158,112976,113533,114529,115531,115986,116146,115949,116392,116480,116498,116076,116271,116187,116449,115895,115477,115340,115785,116669,117117,117845,118373,118762,118596,118526,118372,118592,118977,119559,120030,120087,120376,120839,121440,122242,122977,123829,124739,125851,126600,126982,126990,127392,127775,128085,128424,129009,129746,130247,130484,130606,130995,131627,132499,133271,134065,134773,135426,135784,136309,137402,138757,140052,140895,141958,143032,144272,145486,146731,147913,148545,149204,149363,149790,150107,150879,151489,152137,152729,153411,154214,155175,156766,158317,160129
753872,"California-Lexington Park, MD",367,153770,153755,153494,153077,153182,153799,154265,154370,154378,154643,155313,156012,156296,156452,157042,157923,158164,157650,157461,157712,158305,158713,158983,159157,159335,159572,159757,159937,160144,160579,161023,161693,162224,162451,162635,162768,163070,163362,163698,164171,164644,165247,165645,166068,166244,166794,167085,167613,168174,168895,170129,171075,172052,172359,172860,173343,174228,175003,175822,176436,177126,177857,177276,176798,176186,176954,177471,178160,178868,179726,180922,182198,183332,183998,184910,186118,187597,188469,189303,190202,191600,193268,195187,197372,199390,201520,203483,205441,208131,211133,215356,218864,221820,224462,226818,229689,232831,237085,243023,249025,253728,258738,262912,268214,273558,280494,286904,291137,294281,298064,302541,307520,313271,317786,322352,326029,329469,329251,330662,333931,340811,344791,347228,348681,349953,352137,353363,355213,355416,356749,355740,356519,356440,358955,359347,358898,357590,355094,353053,349667,350142,349441,350073,346577,342315,336136,332135,329567,327111,324747,322432,321187,316581,312759,308800,306816,303352,299855,296375,293615,291814,290552,288648,286722,285221,285624,285333,285770,287159,288149,288938,286159,283594,280532,279562,278234,277851,277841,278319,276915,273996,271800,269288,269053,268723,269682,268165,267222,265162,262491,259519,259902,261578,264331,265543,267691,268647,269858,271845,273562,276903,278673,280578,278787,277457,275297,275883,275718,277057,276224,276090,275221,274589,274114,274300,275416,276612,278242,278622,278727,276973,276279,275636,275551,274595,273832,273008,272831,272863,271483,270366,268946,269485,269734,269381,269200,269357,270701,271596,271966,270794,270302,270041,270819,271005,271700,272629,273285,273805,273102,272582,271971,273148,275289,277437,278823,279896,281223,282691,284237,285173,286842,288626,290618,291659,291769,292082,292208,292175,291966,291712,292262,293185,294144,293739,293152,292548,292821,292900,293355,294239,295148,296094,296558,297166,297742,299422
394620,"Gadsden, AL",368,,,,,,,,,,,,,,,,,,,,,,,,,,46483,46211,46052,45780,45507,45334,45252,45462,45815,46223,46756,47317,48096,48844,49692,50352,51393,52450,53572,54357,54967,55791,56482,57412,58012,59134,60007,61109,61723,62324,62912,63596,64432,64891,65437,65729,66167,66044,66002,66174,66651,67082,67208,67229,67259,67400,67626,67674,67778,68024,68403,68614,68629,68828,69145,69682,70038,70396,70572,70956,71172,71365,71489,71713,71975,72162,72412,72649,72954,73195,73557,73880,74372,74714,75081,75167,75390,75642,76073,76450,76768,77286,77877,78492,78923,79417,79946,80677,81340,81909,82353,82831,83428,83870,84246,84611,85198,85835,86435,86870,87293,87678,88008,88291,88552,88925,89304,89827,90141,90390,90378,90450,90409,90462,90567,90759,90977,91210,91372,91501,91582,91733,91899,92245,92857,93671,94157,94414,94217,94323,94269,93949,93210,92430,92027,91449,90746,89713,89019,88412,88428,87786,87432,86819,86887,87047,87039,87024,86813,86739,86728,86507,85989,85483,85043,85133,85280,85238,85004,84670,84484,84387,84131,84191,84286,84682,84758,84556,83954,83411,83152,83116,83200,82939,82502,82010,81677,81345,81086,80810,80823,80831,80754,80485,80111,80099,80352,80582,80543,80431,80518,80789,80829,80906,81066,81447,81737,81958,82037,82259,82446,82732,82855,82789,82760,82665,82616,82327,82197,82213,82726,82887,83170,83202,83502,83959,84515,85191,85686,85922,86104,85721,85344,85154,85377,85676,85766,85912,86176,86516,86892,88255,89543,91115,91349,91811,91918,92640,93125,93443,93609,93947,94166,94054,93665,93953,94725,95578,95814,95654,95643,96054,96480,96742,97162,97447,98044,98138,98577,98862,99769,100726
