"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02"
25,"Louisiana",25,84570,84859,85123,85287,85595,85877,86257,86551,86928,87297,87627,87882,88133,88506,88894,89336,89722,90171,90512,90954,91343,91739,92065,92480,92808,93486,94191,95075,95662,96203,96707,97207,97580,97940,98284,98697,99225,99585,99959,100230,100621,100976,101237,101574,101973,102493,103052,103523,103945,104282,104655,104991,105354,105785,106325,106896,107492,108129,108646,109167,109618,109914,110227,110512,111137,111666,112163,112478,112742,112908,113206,113589,114137,115083,115804,116516,116393,116479,116534,116979,117432,117916,118332,118637,118720,118683,118762,118997,119554,120076,120665,121018,121400,121872,122455,123139,123773,124311,124862,125344,126019,126618,127181,127735,128250,128542,128759,128919,129496,130273,131228,132256,133294,134368,135559,136721,138010,139429,140860,142278,143401,144354,145164,145882,146536,147120,147646,148249,148774,149254,149744,150283,150803,151136,151420,151672,151975,152262,152454,152684,152805,152920,152783,152569,152284,152215,152146,152154,152156,152143,152097,151760,151589,151385,151421,151350,151446,151359,151246,151047,150746,150450,150156,150157,150134,150373,150553,150812,150755,150778,150712,150562,150311,150157,150002,149782,149402,148644,147846,146962,146382,145865,145556,145415,145353,145235,145188,145105,145011,145011,144997,145162,145375,145648,145793,145741,145734,145789,145858,145801,145804,145881,146137,146418,146614,146845,147203,147702,148140,148361,148549,148790,149182,149662,150083,150393,150646,150648,150554,150441,150585,150825,151099,151612,151958,152252,152452,152890,153292,153726,154130,154605,154889,155257,155655,155934,156299,156492,156810,156856,157100,157479,158034,158526,158975,159390,159721,159978,160116,160341,160484,160972,161528,162153,162474,162798,163099,163528,163928,164469,165022,165717,166287,166559,166568,166382,166424,166411,166648,166746,166981,166930,166731,166447,166405,166594,166793,167090,167336,167645,167804,168029,168204,168571,169094,169629,170079
24,"Kentucky",26,76113,76370,76632,76893,77166,77434,77668,77973,78295,78608,78839,79074,79287,79565,79853,80177,80485,80805,81157,81451,81744,82176,82664,83188,83592,84008,84394,84734,85068,85412,85789,86080,86345,86398,86575,86752,87154,87482,87822,88130,88450,88743,89043,89414,89792,90176,90468,90759,91037,91347,91645,91987,92385,92831,93242,93678,94143,94729,95245,95755,96171,96623,97073,97480,97802,98068,98333,98583,98821,99008,99241,99463,99709,99910,100126,100378,100656,100933,101196,101467,101720,101965,102230,102516,102828,103130,103409,103656,103932,104253,104580,104882,105173,105448,105722,105932,106104,106309,106572,106895,107187,107463,107810,108137,108495,108869,109282,109775,110283,110788,111236,111655,112059,112397,112638,112922,113246,113592,113873,114155,114488,114780,115035,115204,115373,115624,115873,116143,116309,116441,116552,116601,116633,116686,116777,116871,116944,116968,117031,117024,117012,116937,116865,116799,116614,116453,116298,116281,116290,116303,116246,116147,116017,115971,115941,115827,115672,115433,115264,115037,114822,114565,114381,114306,114351,114397,114407,114470,114568,114674,114626,114500,114328,114186,114029,113667,113229,112666,112142,111622,111193,110849,110598,110395,110241,110054,109872,109848,109865,109952,110021,110122,110249,110309,110283,110258,110197,110298,110389,110506,110558,110696,110855,111090,111209,111370,111567,111820,112186,112434,112722,112929,113170,113260,113431,113498,113717,113916,114245,114580,114770,114967,115157,115457,115825,116320,116689,117093,117406,117788,118067,118333,118714,119157,119572,119937,120277,120667,121164,121669,122216,122711,123288,123830,124386,124902,125517,126142,126768,127287,127782,128399,129085,129824,130486,131164,131813,132489,133100,133851,134551,135311,135983,136636,137180,137635,138111,138647,139151,139605,140038,140376,140793,141288,141962,142579,143233,143883,144544,145152,145782,146438,147116,147792,148430,148993,149456
46,"Oregon",27,132827,133650,134484,135321,136120,136880,137720,138598,139503,140325,141112,141979,142865,143691,144431,145100,145763,146423,146865,147302,147647,148296,148805,149223,149460,149827,150274,150777,151317,151747,152298,152659,153193,153314,153562,153692,154076,154426,154735,155041,155349,156021,156637,157359,157670,158082,158581,159292,160054,160625,161144,161537,161985,162299,162671,163074,163636,164305,164849,165391,165786,166242,166683,167224,167864,168460,169051,169557,170183,170810,171481,172064,172644,173308,174048,174766,175284,175840,176412,177211,177995,178891,179721,180556,181324,182068,182838,183663,184676,185745,186998,188157,189372,190522,191844,193220,194570,196071,197575,199300,200911,202646,204446,206496,208497,210588,212945,215601,218709,221800,225084,228548,232475,236892,241117,245136,249282,253445,257110,260521,263773,267317,271104,274477,277468,279137,280724,282186,283678,284933,286034,287319,288694,289865,290280,290317,290003,289948,289581,288865,287820,286237,285179,283528,281845,279458,277218,275088,272711,270245,267671,265216,262558,260397,257720,255015,251942,249472,247105,244870,243214,242163,241432,240672,240101,239334,238706,238451,238087,237154,235746,234215,232428,230155,228038,226334,224709,223011,220964,218578,216260,214365,213177,212349,211605,211051,210232,209363,208376,207725,207365,207660,208324,209259,210123,210947,212191,213490,215261,216484,218068,219748,222351,224871,227522,230095,232351,234519,236075,237837,239244,241479,243700,245924,247300,248293,249234,249929,251091,252170,253588,254977,256595,258133,259403,260622,262275,264326,266145,268076,270072,272362,274941,277431,280015,282450,285034,287746,289866,292079,294626,297813,300853,303904,306467,309110,311453,313623,315997,318253,320921,323208,325666,327572,329166,330526,332157,333899,335607,337454,339222,340919,342918,345284,347471,349346,351086,353019,354511,355822,356639,357859,358945,360117,360720,361022,361395,362037,362922,363709,364747,365789,367234,368287,369395,370476,371774
45,"Oklahoma",28,64697,64964,65164,65366,65536,65693,65837,66023,66261,66453,66661,66802,67020,67217,67507,67791,68116,68452,68811,69150,69457,69886,70288,70682,70939,71227,71518,71817,72162,72547,72939,73226,73424,73549,73781,74053,74407,74723,75067,75428,75713,75953,76167,76490,76875,77222,77471,77771,78095,78491,78819,79157,79465,79756,80052,80404,80803,81251,81662,82007,82304,82561,82837,83084,83382,83692,83999,84228,84429,84629,84898,85145,85394,85622,85877,86152,86404,86658,86915,87201,87467,87684,87889,88145,88446,88724,88979,89217,89467,89711,89936,90172,90422,90707,91000,91263,91511,91767,92042,92320,92643,93008,93422,93747,94082,94446,94790,95104,95395,95744,96071,96393,96702,97049,97350,97710,98052,98428,98866,99397,99869,100243,100557,100885,101213,101490,101804,102119,102447,102729,102928,103148,103338,103571,103789,104102,104382,104593,104702,104863,105021,105101,105246,105156,105206,105174,105312,105292,105235,105231,105355,105315,105216,105085,104882,104789,104634,104640,104667,104779,104912,105021,105103,105378,105594,105822,105957,106193,106434,106604,106541,106260,105927,105570,105268,104815,104500,104225,104069,103785,103409,102988,102698,102642,102687,102845,102850,102829,102706,102609,102604,102651,102821,103083,103318,103478,103567,103550,103617,103813,104150,104452,104613,104791,105035,105205,105423,105651,105979,106332,106550,106760,106905,107191,107466,107726,107890,108165,108401,108691,108928,109230,109780,110273,110710,110980,111344,111775,112169,112456,112754,113022,113285,113463,113407,113389,113454,113788,114178,114547,114883,115215,115578,115952,116301,116631,117021,117385,117764,117961,118202,118434,118869,119286,119666,119935,120241,120648,121110,121527,121928,122287,122481,122683,122891,123238,123440,123663,123897,124196,124546,124856,125218,125477,125988,126442,126935,127305,127822,128398,128980,129495,129965,130519,131062,131767,132377
11,"Connecticut",29,156865,156989,157049,157124,157357,157227,157086,156867,156960,156598,156726,156217,156264,156196,156330,156529,156585,157135,157626,158150,158354,159394,160161,161264,161577,162195,162719,163168,163657,164246,165086,166073,166900,167426,167804,168470,169469,170623,171696,172807,173784,174746,175665,176747,178047,179381,180993,182505,183885,184825,185842,187001,188208,189418,190572,191837,193112,194508,195809,197130,198541,200037,201449,202752,204573,206539,208571,210080,211509,212943,214655,216438,218297,220259,222428,224714,226794,228552,230813,233329,235916,238286,240463,242798,245063,247452,249704,251969,254089,256569,258386,260495,262713,265366,268003,270258,272737,275279,278201,281081,283853,286484,289446,292509,295521,298088,300831,303558,306403,309105,312019,314896,318048,321130,324270,327039,329303,331212,332282,334010,335392,336980,337472,337843,337676,337291,336456,335624,334943,335154,335512,335653,335003,333975,332784,331659,330848,330379,329817,328836,327497,325057,322348,319287,316937,315141,313663,312055,309687,306905,304183,302025,300227,298582,297177,295246,293050,290215,287555,285296,284057,283179,282759,281874,280933,279611,278626,278507,278894,279300,279331,278819,277888,276691,274919,272852,270812,269692,268746,267146,265197,263242,262123,260915,259433,257766,256078,254931,253625,252227,250763,249647,248437,247257,245560,244511,243991,243816,244128,244541,245585,246591,247149,247890,249066,250784,252397,253487,254576,255713,256594,257196,257189,256947,256930,256559,256192,255321,254990,254661,254081,253329,252868,252744,252618,252474,252510,252943,253291,253694,253751,253902,254127,254586,254477,253849,253517,253680,254077,254119,253804,253631,253541,253650,253602,253419,253769,254602,255548,256459,257050,257660,258474,259318,260122,260983,261940,263022,263886,264911,265441,265759,265737,266072,266420,266811,267370,267873,268502,268751,269037,268950,269315,269093,269479,269619,270081,270245,270298,270337,270276,270471,270657,270965,271132,271831,272285
19,"Iowa",30,80772,81002,81208,81363,81539,81698,81972,82333,82758,82950,83024,82997,83040,83174,83329,83548,83708,83880,83914,83799,83621,83754,84028,84428,84739,85069,85380,85703,86045,86410,86683,87003,87364,87761,88171,88534,88942,89277,89656,89969,90339,90688,91209,91780,92173,92543,92915,93473,93904,94330,94676,95064,95370,95731,96116,96463,96909,97282,97701,98012,98354,98678,99036,99407,99835,100265,100620,100956,101303,101597,101852,102076,102466,102928,103432,103816,104129,104368,104663,105026,105409,105834,106262,106673,106981,107237,107474,107810,108229,108708,109181,109630,110028,110433,110779,111186,111554,111894,112186,112453,112764,113106,113503,113855,114284,114709,115196,115629,116167,116848,117628,118404,119027,119540,119885,120245,120541,120844,121126,121443,121713,121967,122204,122481,122741,123006,123296,123580,123826,124024,124296,124606,124917,125006,125024,124986,125073,125154,125307,125429,125598,125810,125860,125728,125469,125345,125265,125181,125087,125051,124960,124855,124712,124459,124199,123959,123848,123765,123701,123672,123595,123499,123431,123379,123341,123342,123438,123673,123850,123933,123837,123623,123358,123020,122637,122250,121857,121581,121256,120895,120513,120169,119947,119827,119832,119894,119938,120013,120090,120036,119967,119959,120093,120295,120499,120768,120998,121284,121682,122102,122512,122957,123414,123676,123780,123890,124156,124406,124676,124904,125112,125272,125512,125754,126085,126531,127081,127547,127865,128106,128290,128521,128736,128973,129171,129490,129785,130138,130471,130892,131310,131756,132242,132729,133211,133708,134148,134503,134866,135253,135629,136014,136444,136928,137369,137737,138138,138561,139070,139683,140292,140901,141452,141965,142488,142956,143450,143944,144407,144925,145462,145833,146146,146473,147033,147627,147996,148360,148716,149221,149689,150099,150485,150941,151543,152128,152605,152964,153466,153966,154440,154787,155142,155480,155779,156056,156217
34,"Mississippi",31,73256,73406,73537,73721,73860,73984,74261,74595,74932,75057,75147,75260,75461,75684,75855,75920,76056,76273,76786,77208,77645,77958,78440,78770,79022,79184,79602,80028,80522,80886,80363,79779,79199,79469,79766,80170,80579,80785,80672,80731,80638,80708,80894,81371,81813,81994,82124,82264,82433,82769,83227,83570,83927,84222,84704,85174,85792,86296,86634,86881,87151,87460,87756,87967,88272,88516,88855,89037,89166,89277,89416,89566,89609,89754,89947,90324,90540,90825,91019,91301,91546,91740,91969,92234,92592,92855,93066,93126,93309,93436,93643,93814,94061,94407,94736,95050,95286,95580,95812,96194,96501,96930,97264,97655,98063,98443,98914,99372,99886,100414,101090,101772,102470,103113,103842,104522,105090,105650,106370,107277,108274,108964,109702,110294,111098,111819,112557,113175,113794,114318,114661,114795,114969,115482,115810,116081,116153,116304,116348,116318,116147,116122,115959,115812,115360,114760,114219,113705,113316,112885,112554,112317,112141,111744,111351,111012,110833,110631,110375,110198,109931,109680,109381,109087,108767,108538,108415,108263,108078,107858,107694,107354,107015,106643,106349,106068,105921,105833,105699,105524,105300,105151,104962,104955,104921,104949,104846,104766,104603,104432,104267,104094,104033,103999,104028,104028,104009,103883,103768,103683,103625,103568,103503,103550,103488,103391,103239,103079,102960,102924,102932,102913,102939,102961,103073,103167,103377,103609,103826,104100,104430,104817,105263,105747,106248,106746,107189,107556,107894,108214,108592,108920,109193,109399,109603,109760,109893,110028,110198,110436,110652,110895,111174,111480,111847,112179,112443,112697,112997,113342,113629,113918,114254,114601,114871,115120,115383,115725,116081,116469,116777,117113,117472,117819,118110,118439,118846,119302,119701,120147,120567,120977,121359,121706,122151,122618,123154,123591,124002,124383,124791,125131,125496,125854,126260,126662,126978
6,"Arkansas",32,68780,68906,69020,69172,69339,69500,69678,69833,70031,70237,70529,70779,71082,71315,71517,71630,71765,71964,72167,72473,72731,73089,73293,73515,73589,73785,74085,74468,74816,75093,75346,75485,75600,75537,75567,75575,75761,75935,76128,76338,76497,76635,76739,76867,77043,77233,77537,77851,78209,78426,78599,78723,78954,79242,79576,80022,80498,81067,81362,81623,81756,82044,82319,82617,82862,83066,83189,83261,83309,83412,83608,83836,84073,84304,84568,84846,85106,85380,85734,86096,86460,86687,86949,87191,87499,87843,88186,88557,88910,89303,89679,90047,90420,90821,91265,91740,92239,92673,93108,93509,94006,94488,94993,95459,95959,96609,97300,98014,98655,99302,99949,100619,101211,101825,102473,103226,103912,104470,104941,105412,105880,106391,106889,107359,107768,108162,108435,108669,108866,109062,109227,109317,109433,109471,109537,109576,109752,109830,109939,109895,109898,109846,109866,109878,109875,109748,109503,109286,109004,108804,108540,108301,107964,107578,107092,106581,106071,105716,105472,105253,104956,104672,104426,104373,104391,104506,104565,104603,104606,104624,104537,104305,104070,103713,103380,102919,102514,102111,101822,101590,101339,100982,100724,100631,100640,100700,100785,100856,100883,100882,100920,101063,101316,101682,101989,102209,102374,102597,102796,103059,103358,103692,103932,104017,104047,104080,104177,104339,104510,104636,104736,104772,104766,104793,104934,105194,105449,105678,105825,105909,106015,106194,106455,106732,107026,107287,107488,107623,107793,107921,108151,108426,108770,109082,109353,109661,109951,110257,110578,110938,111296,111699,112103,112451,112731,113023,113370,113731,114100,114489,114853,115276,115636,116070,116458,117006,117541,118024,118424,118851,119338,119829,120347,120830,121345,121779,122170,122516,122818,123187,123549,124046,124561,125067,125450,125796,126171,126586,127048,127469,127938,128374,128843,129185,129477,129766,130137
23,"Kansas",33,76654,76828,76997,77135,77337,77500,77726,77960,78207,78443,78689,78925,79179,79525,79846,80236,80534,80877,81114,81301,81495,81749,81946,82084,82197,82420,82727,83036,83345,83679,84045,84466,84839,85152,85499,85893,86396,86780,87136,87407,87728,88047,88381,88754,89171,89602,89901,90177,90378,90700,91026,91449,91868,92272,92686,93037,93433,93927,94587,95282,95915,96580,97194,97714,98175,98582,99016,99238,99501,99711,99982,100316,100763,100836,100830,100683,100680,100622,100597,101194,101735,102301,102512,102448,102087,102072,102419,103235,103871,104288,104592,104573,104801,104894,105196,105729,106591,107304,107947,108242,108670,109559,110642,111716,112142,112660,113129,113634,113969,114432,114532,114724,114819,115119,115137,115096,115395,115809,116324,116621,116934,117132,117518,117938,118422,118611,118916,119304,119792,120157,120403,120684,121004,121317,121596,121842,122091,122292,122465,122603,122652,122740,122760,122822,122742,122755,122754,122724,122730,122718,122697,122495,122322,122066,122030,121941,122046,121975,121980,122004,122070,122135,122183,122290,122339,122364,122201,122220,122189,122187,122026,121726,121269,120795,120453,120155,119850,119523,119252,118745,118149,117715,117386,117181,116979,116866,116624,116374,116139,116112,116192,116353,116504,116540,116681,116794,116964,116983,117064,117215,117413,117493,117462,117679,117964,118305,118389,118483,118554,118756,118990,119216,119475,119698,119951,119927,119951,119967,120195,120512,120885,121279,121595,121931,122229,122605,122935,123404,123889,124424,124968,125417,125835,126147,126538,126877,127214,127528,127963,128380,128763,129210,129682,130211,130696,131192,131664,132114,132602,133122,133695,134338,135024,135524,135902,136313,136850,137491,138140,138878,139623,140331,140927,141461,141992,142619,143222,143679,144081,144532,145040,145683,146236,146787,147203,147681,148174,148667,149223,149855,150465,150975,151430,151731,152084,152443,152942
55,"Utah",34,161276,161914,162424,162910,163296,163723,164133,164652,165166,165591,165923,166111,166414,166757,167295,167825,168298,168688,169147,169351,169577,169964,170696,171447,171923,172022,172061,172097,172235,172404,172468,172710,172822,172849,172766,172819,173001,172778,172547,172407,172888,173333,173821,174218,174792,175334,175883,176333,176894,178502,179895,181230,181465,181931,182359,182939,183494,184055,184463,184734,184930,184727,184686,184622,185060,185413,185885,186111,186234,186291,186267,186481,186597,186596,186478,186428,186418,186286,185952,185813,185682,185667,185746,185702,185799,186004,186328,186520,186602,186739,187007,187324,187736,188131,188512,188872,189130,189276,189361,189427,189525,189640,189825,189939,190071,190333,190849,191480,192186,192882,193493,194121,194876,195895,197140,198619,200247,201815,203538,205445,207765,210223,213094,216431,219956,223472,226673,229649,232334,235314,238257,241404,244224,247116,250026,252573,254965,256473,257720,258672,259764,260439,260271,259215,257401,255471,253190,250896,248344,246306,244319,242341,240043,237408,235037,232679,230841,228786,227037,225499,224168,222704,221372,220474,219835,219209,218566,217895,217367,216655,215604,213994,212009,210542,209093,207460,205282,203568,201953,200873,199429,198305,197180,196655,196604,196025,195442,194910,195240,195486,195978,196295,197021,198091,199198,200199,201120,202702,204595,206679,208849,210930,213080,215142,217690,219907,222579,225099,227544,229610,231238,232589,233354,234201,234952,235855,236006,236229,236279,236297,236410,236387,237033,237968,239044,240188,241278,242729,244422,245976,247370,248965,251001,253212,255054,256438,257888,259513,261197,262512,263738,265465,267406,269480,270949,272853,274719,277094,279318,281400,283361,285631,288186,290716,293276,295585,298051,299882,301836,303784,306242,308283,310797,313259,316310,319138,321548,324045,326258,328794,331536,334208,336657,338754,340572,342222,343536,344817,346337,347859,349630,351334,352775,354102,355297,356964,358569
42,"Nevada",35,163414,163691,163856,164119,164599,165118,165604,165848,166234,166592,167136,167458,168014,168419,168806,169035,169022,169163,169330,169803,170187,170816,171382,171967,172199,172350,172789,173123,173467,173542,173832,174166,174376,174220,174047,174071,174344,174818,175414,176544,177518,178410,178949,179621,180318,181172,181887,182660,183464,184253,184903,185250,185725,186402,187202,188054,188838,189736,190821,191849,192793,193700,194740,195869,197083,198312,199513,200489,201592,202591,203586,204486,205578,206565,207435,208187,209140,210147,211584,213187,214953,216696,218360,219682,220917,222303,223844,225706,228024,231325,235119,239510,243845,248759,253236,259161,264456,272018,280198,289448,296874,302844,307821,312678,317958,322671,329355,334616,341691,344939,348084,349481,352793,356019,359025,361462,362749,364410,364507,365969,366667,367959,367984,367833,366810,365858,364245,363134,362280,361587,360774,358866,355310,351537,348026,344594,340624,336034,331307,325207,318259,309786,300140,290580,282713,276485,269582,262399,254558,246749,238921,230780,224033,217122,212007,206672,201488,195096,188834,183082,178995,175879,173620,171749,169593,168818,167898,167291,166053,164905,164656,164130,163446,161885,160347,159388,158433,156583,154416,152300,150662,149546,147709,146447,144509,143703,142915,142258,141723,141579,141503,141335,141582,142031,143266,144260,146256,148127,150126,152239,154719,157769,161174,165385,169305,173588,177957,182776,187084,191183,194736,198055,200276,202285,204118,205720,206962,207500,207888,208791,209521,209755,210902,212200,214813,216375,218097,219347,220881,222932,224433,225157,226280,228023,229594,230579,232068,234163,236098,237165,238761,240146,241887,243245,244644,245944,246520,247659,247251,248043,248856,252082,254476,256953,259447,262885,265815,269387,273446,277873,281971,284775,287984,290159,292967,295597,299181,302801,306749,309333,310757,311079,312376,313630,314800,314990,315553,316080,315745,314987,314256,314231,314973,316161,317067,318272,319245
41,"New Mexico",36,,,,,,,,,,,,,,,,,,,,,,,,,127052,127103,127122,127076,126974,126908,126910,126948,126938,126943,126939,126911,126908,126860,126789,126760,126974,127200,127457,127550,127739,127843,127957,128124,128317,128532,128743,129089,129180,129270,129243,129483,129781,130215,130718,131167,131609,132006,132677,133290,133953,134474,134911,135296,135550,135869,136171,136653,137051,137492,137556,137732,137965,138408,138834,139208,139506,139870,140142,140420,140691,140990,141400,141770,142226,142643,143197,143856,144735,145491,146375,147002,147667,148393,149333,150277,150990,151489,152047,152630,153300,154075,154871,155989,156967,158043,159002,160402,162000,163997,165888,167854,169805,171810,173853,175868,178118,180220,182200,183812,185544,187287,189060,190549,191649,192511,193288,193990,194883,195692,196720,197494,198065,198096,198030,197978,198009,197805,197502,197283,196715,196071,194764,193747,192517,191785,190589,189644,188790,188013,187025,185408,184407,183472,183723,183390,183239,182459,182705,182588,182340,181725,181316,181297,180799,180393,179203,178100,176921,175942,174343,172831,171579,171237,170926,170640,169855,168724,167583,166948,166509,166187,165944,165737,165575,165164,164801,164218,163970,164008,164239,164427,164370,164730,164843,165157,164720,164368,164090,164527,165099,165818,166612,167230,168168,168342,168917,169030,170135,171055,171838,171910,171758,171542,171105,170751,170210,170315,170436,171156,171381,171415,171268,171246,171625,171871,172333,172795,173531,173913,173904,173379,173192,173569,174281,175247,175817,176487,176968,177508,177643,177958,178742,179879,180871,181265,181514,181456,181803,182231,182911,183637,184417,185096,185345,185705,185893,186334,187041,188215,189323,190153,190679,190930,191430,192037,193397,194555,195845,196933,197767,198475,199089,199949,200974,202212,203332,204420,205062,205774,206516,207435,208467
61,"West Virginia",37,61207,61211,61223,61226,61207,61137,61100,61129,61214,61554,61904,62292,62480,62626,62747,62826,62990,63163,63400,63620,63898,63836,63667,63448,63407,63550,63742,64068,64348,64769,65017,65096,64950,64739,64659,64528,64633,64670,64781,64875,64900,64867,64814,64899,65025,65304,65620,65978,66189,66332,66509,66697,66981,67239,67565,68025,68609,69257,69547,69788,69921,70256,70517,70746,70954,71166,71380,71493,71566,71613,71811,72051,72302,72471,72649,72848,73115,73397,73774,73994,74176,74251,74524,74807,75187,75525,75864,76148,76364,76592,76766,77084,77465,77939,78398,78974,79491,79902,80240,80698,81330,81944,82536,83068,83598,84172,84826,85363,85933,86477,87151,87808,88161,88494,88729,89217,89686,90157,90225,90214,90116,90401,90674,90896,91149,91576,92115,92377,92437,92310,92412,92603,92895,92980,92981,92942,93000,93301,93619,93942,94055,94095,94145,94098,94116,94092,94115,94182,94158,93715,93172,92727,92628,92743,92695,92610,92247,91886,91475,91065,90701,90263,89901,89492,89254,89061,89019,89159,89355,89516,89598,89635,89680,89618,89485,89289,89118,88903,88675,88304,88042,87871,87868,87828,87780,87807,87878,88006,88068,88103,88135,88186,88218,88195,88172,88216,88277,88360,88429,88513,88574,88716,88910,89168,89382,89583,89757,89965,90164,90426,90693,90985,91223,91376,91429,91477,91581,91749,91906,92049,92230,92454,92719,92953,93181,93335,93566,93778,94043,94256,94476,94683,94866,95075,95251,95449,95627,95932,96179,96444,96613,96815,96972,97126,97255,97318,97364,97383,97475,97522,97630,97748,97971,98227,98540,98881,99279,99685,100158,100674,101094,101454,101759,102065,102315,102469,102599,102687,102743,102867,102965,103268,103582,103952,104255,104612,105020,105405,105773,106137,106478,106750,106989,107029,107067,107067,107103
38,"Nebraska",38,84075,84404,84785,85169,85570,85929,86323,86787,87159,87501,87748,88193,88671,89227,89639,89999,90378,90799,91147,91418,91821,92386,92905,93183,93303,93682,94234,94852,95322,95797,96266,96684,97088,97347,97660,98026,98506,98802,98925,99072,99359,99677,100034,100360,100660,100761,100971,101211,101596,101760,101909,101994,102198,102388,102583,102841,103087,103536,103777,103985,104062,104332,104701,105074,105362,105625,105856,106093,106346,106614,106920,107236,107548,107894,108217,108516,108818,109144,109551,109923,110320,110697,111116,111526,111940,112366,112775,113244,113712,114295,114833,115389,115867,116334,116838,117314,117804,118272,118797,119333,119837,120152,120440,120725,121187,121632,122039,122465,122881,123330,123731,124120,124505,124905,125306,125659,125915,126219,126558,126894,127187,127448,127769,127936,127994,128086,128383,128704,128928,129074,129200,129231,129211,129071,128707,128524,128461,128510,128190,127936,127695,127389,126866,126290,125864,125497,125363,125245,125119,124759,124374,123947,123460,123026,122823,123056,123082,123239,123294,123563,123802,124225,124752,125198,125669,126105,126421,126303,126575,126543,126407,125576,124751,123941,123243,122612,122215,122032,121974,121812,121213,120837,120598,120762,120973,121047,121248,121338,121271,120783,120223,120147,120426,120875,121193,121602,121933,122465,122740,123259,123772,124843,125770,126258,126348,126342,126631,126899,127248,127529,127922,128225,128511,128504,128687,129119,129929,130556,130961,131276,131561,131837,132095,132379,132887,133469,134228,134931,135574,136222,136844,137434,138045,138606,139202,139841,140310,140815,141034,141257,141421,141879,142544,143369,144218,145106,145955,146687,147438,148191,149176,150320,151486,152382,153110,153812,154530,155343,156270,157304,158336,159222,160074,160724,161499,162362,163302,164060,164779,165484,166202,166992,167870,168733,169396,170056,170727,171434,172109,172899,173703,174460,175151,175753,176285,176899,177642
