"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02"
40,"New Jersey",11,165708,165370,165067,164852,164793,164833,164934,165011,165115,165370,165751,166226,166620,167061,167577,168095,168512,168864,169185,169637,170126,170533,170889,171118,171449,171701,171997,172285,172696,173232,173944,174594,175285,175908,176713,177638,178685,179842,180996,182274,183335,184341,185250,186488,187858,189366,190772,192171,193561,194891,196292,197708,199338,201024,202706,204291,205855,207453,209258,211083,213041,214964,216935,218881,220755,222718,224819,226950,229058,231184,233418,235750,238066,240429,242894,245521,248587,251945,255500,258983,262467,265935,269315,272568,275739,278870,282053,285283,288406,291273,293877,296476,299233,302205,305348,308764,312147,315869,319561,323486,327396,331361,335393,339386,343326,347285,350919,354447,358179,362099,366239,370303,374449,378462,382582,386681,390677,393962,396937,399457,401952,404093,405952,407136,407517,407445,406779,405949,404656,403300,402162,401670,401499,401061,399778,398037,396174,394498,393000,391469,389711,387866,385905,383366,380156,376485,373231,370373,367760,365002,361901,358484,355279,352575,349933,347359,344539,342067,339788,337838,336260,335039,334359,333955,333804,333285,332758,332062,331693,331313,330831,330097,328827,327054,324901,322903,320909,318956,316788,314514,312347,310103,307960,305749,303968,302402,300885,299036,297149,295502,294414,293711,292938,292158,291162,290353,289527,289200,289264,289704,290318,290967,291494,291874,292284,293120,294525,296248,298069,299628,301067,302477,303621,304642,305162,306231,307220,308231,308744,309064,309187,309043,308790,308415,308330,308610,309427,309701,310017,310044,310332,310393,310544,310908,311293,311827,312205,312181,312161,312083,312347,312492,312990,313569,314130,314582,315186,315764,316385,317230,317900,319029,319690,321013,321719,322857,324106,325566,326853,328080,329292,330711,332155,333409,334842,335646,336699,337273,338065,339009,339997,340953,341509,341793,341962,342264,342628,343173,343751,344483,345015,345358,345739,346195,346984,347870,348894
56,"Virginia",12,121338,121294,121238,121195,121263,121382,121556,121695,121841,121924,122088,122203,122393,122545,122724,122951,123132,123346,123498,123766,123985,124352,124633,124942,125112,125502,125897,126275,126569,126761,127009,127210,127572,127898,128296,128713,129295,129836,130515,131140,131749,132379,133046,133769,134475,135240,136140,137015,137828,138528,139172,139947,140849,141816,142749,143723,144765,145858,146793,147776,148728,149804,150809,151837,152819,153859,154916,156080,157227,158413,159632,160854,162126,163322,164645,165902,167251,168584,169994,171420,172868,174309,175800,177291,178804,180280,181736,183257,184838,186544,188564,190701,192903,195042,197453,200069,202850,205870,209257,212993,216972,220909,224550,227913,231467,235229,238801,242399,246270,250725,255019,259030,262645,266404,269900,273317,276194,278874,281395,283764,285547,286662,287416,288247,288820,288777,288461,288160,288154,288063,288041,287967,288019,287553,286622,285243,284135,283237,282356,281182,279510,277686,275596,273200,270497,267847,265758,263665,261379,259063,257121,255302,253484,251450,249603,247849,246247,244895,243682,242946,242311,241711,241006,240650,240552,240804,240945,241194,241463,241663,241442,240684,239805,239046,238374,237461,236557,235592,234603,233564,232681,231907,231400,231037,230913,230567,230081,229515,229232,228985,229109,229276,229555,229903,230219,230622,230894,231341,232089,233103,233890,234670,235327,236173,236917,237574,238203,238956,239852,240870,241583,242245,242865,243726,244334,244801,245108,245387,245790,246171,246466,246601,246876,247168,247485,247527,247966,248434,248885,249292,249588,249926,250244,250650,251067,251367,251698,252091,252204,252353,252776,253518,254292,255020,255746,256517,257211,258060,259001,259990,261080,261991,262909,263539,264277,264891,265626,266312,267126,268050,268812,269699,270246,271085,271780,272811,273708,274598,275231,275800,276352,277149,278181,279187,280221,281131,282056,282848,283679,284572,285587,286649,287663,288387,288969,289477,290104
59,"Washington",13,142021,142157,142501,142903,143389,143790,144279,144860,145524,146082,146679,147345,148260,149195,149851,150457,150912,151467,152046,152662,153410,154588,155790,156968,157626,158330,159076,160008,161136,162531,163719,164737,165490,165897,166370,166898,167902,168723,169848,170748,171723,172499,173580,174731,175784,176745,177718,178658,179586,180607,181410,182312,182979,183675,184196,184834,185606,186536,187417,188242,188998,189651,190364,190958,191698,192383,193197,193917,194861,195602,196388,197000,197541,197938,198317,198878,199461,200104,200752,201522,202041,202751,203519,204609,205644,206778,207776,208834,210039,211419,212864,214155,215557,217127,218853,220505,222210,224189,226328,228366,230172,232091,234253,236788,239710,242758,245432,248300,251336,254711,258592,262848,267568,272050,276273,280523,284536,288223,292034,295505,299155,302572,305761,308712,311203,313558,315839,317642,319040,320151,321451,323131,325092,326538,327270,327212,327225,327003,326043,324614,323184,321793,320336,318582,316278,313414,310414,307572,304495,301332,298372,295447,292470,289973,287092,283960,279686,276228,273516,271961,270661,269533,268900,268562,268181,266853,265527,264457,264730,265144,264461,262497,259871,257640,255140,252709,250324,248453,247080,245189,242900,239518,236978,234795,233420,231828,230371,228939,227787,227075,226071,225788,225666,226628,227757,229183,230587,232032,233753,235799,237835,239439,241204,243348,245829,248393,250379,252543,254586,256896,258685,260075,261316,262813,264653,265692,266661,267156,268672,269936,271048,271858,273186,274712,276499,278483,280006,281997,283823,286379,288360,290308,292821,295492,298266,300870,303421,305775,308507,311192,313928,316279,318878,321814,324462,327248,329751,332780,335758,338758,341679,344685,348048,351404,354822,358295,361626,364620,367745,370705,374278,377685,381658,385325,388854,391605,393788,395312,396816,398646,400576,402106,402822,403573,403939,404530,404925,406045,407554,409501,411639,413717,415793,418253,421185,424353,427741
26,"Massachusetts",14,158738,158974,159219,159587,160085,160561,161137,161689,162284,162402,162630,162791,163331,163952,164650,165277,165940,166691,167478,168263,169222,170693,172206,173754,174937,176102,177300,178393,179520,180759,182082,183638,184889,186665,188531,190683,192715,194719,196673,198990,200751,202588,204049,205753,207833,209857,212217,214272,216404,218544,220733,222997,225746,228709,231749,234606,237535,240466,243255,246105,249041,252014,255151,258201,261416,264206,267129,269969,272740,275393,277854,280494,283118,285948,288926,292332,295650,299159,303024,307038,310949,314308,317668,320979,324380,327687,330758,333239,335703,338085,340452,342832,345391,348211,350961,353623,356325,359077,361991,365300,368662,372127,375063,377844,380436,383007,386047,388753,391356,393361,394834,396132,397039,398333,399546,400561,400664,400418,399345,398419,397301,396312,395198,393306,391257,388587,386317,383892,381979,380602,379661,378968,377834,376373,374609,373039,371619,370438,368846,367299,365598,363460,361071,358422,355967,353654,351631,349699,347718,345311,342881,340285,337651,335068,332529,330216,328140,326767,325692,325176,324821,325200,325725,326531,327313,328415,329860,331049,331984,332142,332050,331276,330380,328981,327792,326605,325788,324769,323254,321330,319520,317886,316784,315849,315097,314124,312747,311213,309802,308780,307704,307365,307357,308040,308454,308952,309367,309956,311148,312983,315115,316697,319152,321315,323633,325317,327101,329092,331199,333860,336338,338264,339274,340247,340773,341969,343311,344686,345726,346446,347233,347519,347626,348090,349601,351657,353340,354471,354644,355190,355788,357313,358888,360308,361886,362807,363562,364342,366093,367803,369893,371631,373363,374191,375231,376962,378923,381254,383105,384769,385671,386706,388567,390842,393492,396125,398082,400044,401546,403858,405803,407857,410244,412788,414667,416019,417299,419033,420571,421385,422156,422550,423447,423788,423989,424167,424632,425189,425616,425896,426650,427835,429257,430542,431785,433499,435370
22,"Indiana",15,107544,107344,107510,107605,107382,107243,106358,105517,104377,103854,103267,103188,102805,102381,102132,102134,102531,102339,103118,103787,104810,105077,105281,105547,106031,106179,105086,103769,102926,103081,103474,103819,104335,104503,104614,104510,104447,104497,105042,105571,105076,104240,102823,101826,100562,100026,99942,99960,99688,99521,99528,99835,100367,100839,101464,102073,102734,103205,103310,103429,103619,103870,104014,104063,104316,104526,104855,104989,105230,105243,105348,105332,105404,105478,105654,105802,105823,105865,105963,106167,106351,106457,106561,106666,106918,107090,107272,107431,107664,107941,108206,108456,108692,108852,108971,109180,109471,109856,110123,110400,110745,111093,111474,111824,112215,113102,114084,115147,115713,116211,116706,117234,117648,117997,118254,118518,118726,118696,118648,118509,118635,118825,119142,119468,119804,120173,120529,120744,120931,121000,121119,121169,121321,121351,121315,121216,121193,121166,121139,121268,121480,121648,121646,121562,121342,121155,120964,120834,120602,120329,120102,119790,119317,118929,118538,118300,117979,117740,117474,117149,116860,116663,116502,116454,116467,116451,116508,116465,116548,116501,116468,116305,116014,115575,115118,114656,114301,113994,113630,113286,112851,112472,112149,112037,112115,112245,112298,112292,112171,112027,111919,111916,111986,112094,112118,112099,112027,112043,112182,112224,112326,112418,112651,112826,113054,113289,113595,113875,114162,114402,114592,114903,115260,115676,116032,116435,116779,117095,117368,117743,118120,118487,118852,119229,119596,119870,120110,120334,120643,120935,121233,121377,121552,121787,122050,122399,122778,123302,123758,124106,124393,124780,125316,126002,126651,127310,127915,128431,128868,129301,129902,130633,131451,132246,132981,133586,134267,134919,135792,136627,137515,138183,138921,139746,140704,141567,142471,143463,144405,145193,145775,146555,147495,148600,149396,150022,150523,151195,151845,152482,153142,153951,154828,155591,156221,156840,157643
8,"Arizona",16,111863,112480,113036,113550,114020,114470,114922,115344,115738,116081,116458,116756,117085,117427,117768,118101,118432,118815,119191,119613,120072,120674,121224,121741,122148,122575,123038,123603,124254,124871,125476,126045,126629,127019,127436,127921,128578,129254,130125,130926,131693,132349,132983,133622,134182,134908,135644,136435,137175,137922,138478,139090,139663,140384,141045,141700,142385,143092,143796,144449,145065,145681,146280,146826,147356,147936,148589,149315,149980,150576,151108,151717,152327,152908,153563,154231,154985,155580,156263,156974,157836,158721,159584,160363,161138,161852,162518,163073,163733,164655,165683,166709,167731,168956,170139,171509,172833,174450,175904,177826,180153,182459,185160,188089,192165,196881,201765,206412,211664,217958,225923,234545,242927,251719,258981,266264,271055,274088,277947,282108,286135,287665,287726,286616,285093,282846,281554,279776,278527,277528,276523,275762,275102,274056,272258,270097,268242,265942,263296,259278,255629,251632,246554,241104,234707,230420,225767,221200,215537,210446,205965,201894,197527,193839,191006,187887,184592,180664,177758,175767,174010,172583,170529,170049,169750,169487,168235,167092,166773,166046,165153,162886,161265,159074,157596,155453,153385,151261,149615,148563,146752,145038,143075,142197,141631,141399,141458,141530,142503,143215,144528,145461,147731,150582,153602,156288,158936,162082,164863,167905,169620,171869,173236,175576,177476,179465,181883,184723,187088,189051,190678,191597,193173,194887,197437,198217,198228,198083,198295,198177,198265,198043,198503,199582,200831,201260,201472,202909,204863,206626,207585,208923,210187,211718,212628,213368,214196,215860,217164,218045,218890,219931,221061,221684,222739,223857,225467,227044,228330,229297,230459,231822,233150,234363,235822,237570,238751,240080,241420,243007,244295,245744,247530,249366,251178,252814,254275,255524,256752,258191,259377,260433,261316,262419,263454,264692,265613,266770,267981,269352,270986,272391,273946,275545,277563,279436,281230
53,"Tennessee",17,90932,91374,91826,92293,92746,93138,93493,93863,94248,94573,94945,95326,95776,96167,96505,96831,97164,97576,97994,98417,98817,99423,100002,100527,100815,101128,101459,101750,102068,102424,102864,103211,103539,103627,103722,103810,104107,104444,104862,105312,105727,106029,106270,106590,106906,107228,107555,107884,108233,108522,108763,109015,109251,109556,109821,110149,110540,111037,111409,111758,112023,112321,112575,112795,113084,113363,113671,113888,114040,114166,114355,114569,114752,114941,115148,115386,115565,115753,115964,116204,116465,116678,116929,117152,117423,117693,117982,118239,118515,118796,119097,119406,119719,120094,120460,120859,121250,121630,122005,122395,122815,123273,123772,124296,124848,125442,126081,126755,127437,128149,128890,129696,130493,131305,132061,132847,133645,134419,135171,135852,136536,137191,137873,138554,139267,139947,140614,141224,141777,142251,142677,143117,143533,143918,144236,144490,144673,144725,144665,144484,144246,143867,143457,143057,142784,142565,142284,141889,141361,140829,140342,139873,139385,138976,138605,138140,137459,136650,135919,135312,134895,134580,134362,134170,134059,134029,133946,133921,133870,133896,133795,133608,133280,132887,132445,132011,131527,130898,130348,129761,129326,128851,128513,128194,127937,127663,127370,127116,126906,126835,126758,126778,126803,126913,126969,127110,127228,127411,127560,127688,127870,128094,128414,128773,129178,129507,129870,130199,130687,131228,131891,132580,133170,133679,134059,134373,134631,134951,135351,135761,136094,136348,136549,136724,137058,137504,138039,138558,139093,139752,140376,140980,141563,142204,142914,143665,144327,145035,145762,146530,147208,147774,148350,149054,149827,150723,151619,152590,153558,154401,155141,156014,157079,158215,159338,160438,161533,162488,163403,164343,165358,166344,167432,168409,169402,170351,171386,172464,173474,174460,175416,176270,177106,178012,178805,179570,180202,180983,181717,182426,183205,184073,185010,186019,187032,188060,189179
32,"Missouri",18,83263,83522,83759,83970,84201,84461,84788,85106,85398,85620,85773,85954,86173,86476,86788,87127,87448,87767,87986,88198,88413,88713,89033,89324,89606,89906,90234,90575,90833,91028,91278,91610,92000,92377,92801,93246,93632,93940,94249,94555,95031,95516,95908,96170,96476,96939,97409,97874,98390,98957,99507,100081,100681,101291,101944,102664,103320,103818,104222,104756,105379,106037,106682,107305,107858,108398,108960,109562,110207,110869,111566,112165,112714,113218,113755,114304,114825,115398,115993,116591,117113,117643,118255,118890,119530,120137,120750,121317,121947,122580,123227,123790,124387,124966,125478,125931,126334,126800,127281,127848,128334,128753,129123,129589,130105,130659,131198,131764,132353,132995,133609,134179,134764,135355,135943,136468,136966,137408,137814,138180,138574,138908,139251,139571,139874,140193,140521,140895,141173,141369,141446,141505,141559,141573,141566,141538,141502,141369,141109,140738,140363,140069,139890,139647,139227,138797,138402,138036,137606,137215,136850,136276,135619,134983,134510,134032,133511,132936,132370,131833,131455,131110,130900,130972,131175,131183,130887,130740,130781,130806,130539,130071,129464,128728,127979,127122,126314,125540,124898,124038,123079,122159,121538,121166,120815,120558,120233,119931,119535,119204,119002,119037,119245,119435,119483,119422,119460,119665,119792,120070,120363,120927,121299,121588,121669,121816,122083,122434,122759,122953,123314,123586,123941,124180,124507,124818,125170,125612,126052,126454,126804,127132,127443,127797,128094,128273,128459,128776,129315,129811,130303,130746,131238,131729,132190,132577,133111,133664,134299,134829,135316,135889,136491,137186,137821,138471,139183,139994,140683,141390,142098,142865,143575,144116,144685,145248,145947,146801,147641,148434,149129,149831,150471,151227,152054,152945,153747,154556,155404,156047,156640,157190,157920,158646,159342,159898,160403,160956,161547,162105,162562,163084,163624,164184,164658,165108,165592
27,"Maryland",19,153863,154008,154127,154189,154155,154213,154307,154434,154560,154506,154473,154415,154504,154511,154620,154824,155105,155222,155339,155453,155529,155751,155968,156326,156470,156598,156615,156605,156734,156973,157138,157188,157356,157758,158341,158839,159303,159688,160136,160647,161146,161658,162265,163094,163884,164597,165056,165590,166098,166812,167489,168218,168817,169488,170277,171099,171998,172766,173659,174517,175584,176525,177565,178562,179747,180967,182162,183455,184793,186346,187900,189568,191233,193112,194978,196965,198947,200938,202959,204978,207190,209423,211764,214175,216528,218869,221191,223553,225886,228463,231336,234335,237199,240066,243237,246460,249815,253239,257076,261085,265523,270207,274724,279385,283900,288854,293442,297942,302715,307814,313423,319131,324841,329858,334991,339396,344269,348002,351890,355574,359305,362688,365097,367199,368444,369382,369699,370420,370624,370861,370574,370566,370270,369928,369190,368327,367307,366381,364748,361867,358667,355963,353780,351166,347922,343727,339056,334040,329414,325100,321203,318114,314944,311362,307312,303076,299035,295407,292842,290741,289223,287519,286185,285057,284370,283942,283027,282129,281477,281513,281089,280314,278689,277134,275319,273212,271025,269090,268003,267204,266120,264527,263070,261653,260523,259336,258667,258151,257720,256939,256257,255823,255786,255897,256162,256735,257517,258338,258941,259639,260607,261984,263316,264743,266128,267937,269614,271348,272840,274513,276101,277808,279033,280155,281086,281607,282217,282152,282450,282420,282779,282826,283026,283248,283396,283366,283275,283724,283813,284141,284111,284402,284559,284769,284927,284723,285165,285686,286525,287005,287839,288985,289916,290975,291711,292960,293927,295120,295973,297173,298207,299213,299956,300461,301288,301725,302674,303567,304931,306297,307512,308036,308723,309553,310980,312090,313041,314043,314694,315148,315374,315857,316426,317174,317706,318102,318225,318566,318887,319288,319743,320230,320675,320843,321029,321300,321645
60,"Wisconsin",20,98870,99227,99726,100225,100705,101115,101528,101965,102404,102813,103174,103601,103953,104331,104534,104764,104978,105261,105590,105817,106056,106229,106571,106936,107390,107692,107947,108183,108524,108955,109310,109746,110144,110724,111302,111902,112506,113045,113611,114123,114582,114988,115441,116071,116774,117485,117966,118443,118752,119244,119729,120325,120909,121487,122061,122562,123070,123545,124137,124742,125464,126093,126723,127316,127905,128504,129061,129659,130257,130904,131541,132122,132676,133168,133663,134108,134613,135126,135740,136418,137152,137875,138576,139374,140098,140865,141606,142406,143402,144465,145605,146437,147210,148100,149202,150266,151330,152482,153718,155026,155995,156942,157803,158899,160017,160818,161447,162118,163113,164231,165380,166496,167590,168489,169208,169847,170415,170945,171542,172035,172420,172590,172641,172659,172739,172947,173189,173413,173543,173928,174182,174530,174571,174536,174341,174025,173794,173613,173640,173659,173642,173627,173105,172327,171237,170480,169941,169505,168927,168262,167309,166270,165232,163657,162640,161658,161394,160730,160148,159522,159202,158918,158678,158385,158115,158235,158436,158646,158599,158441,157936,157284,156153,154800,153578,152432,151553,150606,149646,148583,147381,146181,145253,144397,143980,143716,143525,143319,142986,142659,142286,141943,141703,141714,141781,141983,141982,142023,141926,142006,142039,142250,142177,142481,143007,143875,144581,145221,145951,146811,147645,148233,148685,149105,149783,150523,150907,151063,151268,151688,151967,152044,152151,152451,152930,153381,153916,154235,154771,155123,155414,155574,155784,156143,156606,157224,157861,158453,158997,159479,160033,160757,161727,162628,163670,164737,165870,166777,167598,168466,169352,170233,171153,172066,173078,174071,175076,175946,176707,177598,178706,180016,181136,182258,183242,184401,185345,186267,187008,187913,188756,189648,190356,190988,191790,192627,193579,194289,195066,195888,196808,197651,198578,199444,200358,201214,202030
31,"Minnesota",21,104437,104512,104741,104992,105375,105713,106131,106565,107027,107422,107941,108535,109190,109686,110083,110503,110907,111362,111822,112296,112868,113540,114202,114786,115220,115757,116208,116825,117417,118315,119155,119989,120718,121605,122737,124030,125382,126705,128188,129450,130424,131151,132022,133315,134695,136034,137293,138420,139710,140952,142284,143680,145595,147414,149229,150630,152306,153890,155452,157111,158830,160411,161942,163507,165130,166858,168621,170324,171636,172849,174026,175235,176332,177681,178960,180285,181349,182456,183556,184809,186252,187753,189162,190507,191709,192958,194091,195358,196653,198018,199295,200592,201842,203002,204252,205594,207064,208409,209879,211277,212652,213881,215049,216094,217176,218497,219868,221046,222267,223510,224657,225649,226443,227425,228261,229241,229885,230332,230604,230882,231074,231135,231217,231194,231091,230688,230382,230025,229956,229922,229980,229806,229351,228565,227533,226382,225552,224790,224096,222969,221448,219691,217642,215868,214104,212458,210840,209185,207291,205386,203460,201742,200108,198440,196808,194669,192810,191280,190323,189639,189255,188901,188460,187972,187919,187936,188205,188561,188888,189013,188495,187654,186161,184493,182831,181465,179796,178236,176445,174969,173290,171635,170135,168892,168135,167529,166933,166222,165609,165171,165110,165345,165916,166419,167191,168018,169046,170235,171692,173288,174890,176316,177338,178094,178868,180423,182153,184094,185864,187606,189240,190579,191721,192938,194239,195762,197059,198002,198560,198784,198822,198766,198717,198873,199356,199816,200725,201530,202586,203302,203988,204704,205512,206501,207458,208546,209602,210882,211966,212933,213609,214269,215200,216432,217939,219270,220667,221877,223027,223983,224977,226216,227747,229462,231038,232373,233374,234394,235324,236611,238034,239623,241202,242845,244299,245459,246345,247236,248421,249478,250581,251481,252409,253342,254163,254890,255578,256400,257425,258474,259371,260358,261315,262262,263116,263902,264767
10,"Colorado",22,144519,145204,145885,146544,147226,147881,148503,149109,149713,150307,150800,151335,151966,152694,153369,153948,154512,155134,155863,156643,157411,158236,158973,159696,160225,160862,161500,162444,163482,164661,165751,166748,167799,168821,170166,171589,173181,174716,176587,178325,179824,180959,182188,183686,185306,187035,188782,190495,192377,194261,196188,198047,200162,202475,204816,207086,209326,211695,213803,215794,217534,219253,220745,222273,223815,225204,226396,227341,228207,228765,229416,230117,230901,231732,232455,233148,233525,234019,234554,235063,235318,235541,235812,236235,236507,236545,236560,236652,236902,237278,237582,238102,238608,239123,239630,240046,240585,241135,241793,242402,242996,243382,243861,244302,244984,245712,246365,246999,247617,248255,248822,249420,249996,250728,251567,252402,253053,253681,254187,254572,254742,255044,255272,255400,255568,255606,255505,255309,255375,255489,255472,255479,255638,255930,256208,256471,256469,256078,255430,254659,253736,252597,251501,250390,249390,248252,247248,246234,245371,244779,244269,243594,242739,241860,241254,240760,240359,240055,239740,239418,239136,238946,238889,239080,239406,239887,240264,240519,240426,240062,239392,238629,237714,236720,235784,234858,233961,233059,232104,231199,230404,229472,228783,228132,227989,227984,228059,228175,228371,228671,229030,229478,230270,231594,233153,234814,236088,237460,238848,240377,241811,243460,245246,247344,249151,250838,252415,254258,256416,258357,260107,261622,263320,264778,266248,267448,268879,270391,272078,273754,275210,276879,278850,281195,283679,286485,289327,292171,294872,297838,300800,303708,306713,309835,312930,315767,318399,320693,323041,325532,328308,330776,333108,335602,338186,340531,342661,345022,347421,350156,352874,355763,358239,360555,362770,364690,366512,368457,370724,372869,375432,377672,379837,381862,384410,387273,389867,392230,394260,396182,398147,400201,401447,402093,402937,403938,404940,405414,406103,407014,408135,409243,410112,410843,411897,413450,414835
4,"Alabama",23,82509,82573,82674,82815,83023,83148,83270,83363,83542,83639,83753,83865,84198,84620,85037,85364,85660,86046,86479,86951,87374,87926,88397,88847,89105,89354,89594,89962,90253,90632,90960,91291,91532,91798,92101,92445,92707,93023,93280,93500,93763,94029,94319,94672,95009,95280,95532,95791,96166,96499,96877,97182,97494,97783,98092,98414,98826,99325,99718,100067,100309,100555,100784,101056,101300,101564,101855,102096,102254,102343,102510,102664,102838,103054,103294,103547,103774,104002,104222,104440,104689,104929,105236,105559,105952,106241,106470,106661,106929,107217,107444,107638,107824,108098,108389,108744,109063,109455,109905,110414,110875,111305,111759,112289,112852,113340,113710,113968,114249,114615,115062,115569,116062,116636,117313,118183,119080,120053,120901,121843,122710,123639,124487,125313,126160,126879,127505,127833,128150,128372,128904,129427,130024,130251,130365,130340,130442,130515,130592,130560,130523,130341,130100,129796,129564,129442,129413,129360,129089,128810,128364,128059,127562,127165,126576,126041,125358,124754,124094,123564,123048,122550,122137,121827,121630,121479,121321,120934,120521,120022,119583,119008,118456,117972,117565,117046,116439,115687,115056,114596,114296,114029,113760,113495,113250,112933,112593,112174,111912,111856,111837,111815,111639,111593,111518,111541,111508,111582,111666,111894,112049,112213,112345,112548,112743,112794,112860,112943,113169,113361,113556,113725,113934,114070,114183,114230,114401,114695,115041,115338,115582,115751,115956,116169,116350,116539,116725,116993,117191,117368,117516,117739,117921,118172,118331,118482,118655,118917,119259,119570,119930,120227,120563,120793,121070,121304,121678,122109,122531,122846,123102,123392,123719,124059,124309,124604,124995,125539,126041,126432,126942,127457,128014,128496,129020,129599,130203,130829,131404,131948,132445,132985,133394,133861,134332,134856,135349,135842,136381,136928,137488,138033,138639,139287,140011,140741,141492
51,"South Carolina",24,97046,97195,97448,97598,97786,97876,98084,98310,98601,98891,99214,99602,99909,100266,100575,101031,101496,102183,102818,103519,104129,104698,105126,105609,106048,106657,107153,107767,108335,108845,109196,109407,109660,110048,110588,111112,111769,112272,112829,113236,113635,113952,114331,114819,115373,115883,116444,116970,117522,117963,118418,118819,119323,119887,120444,120976,121404,121945,122393,122881,123192,123602,124002,124450,124775,125065,125369,125664,125983,126189,126335,126476,126711,126989,127232,127483,127755,128043,128332,128644,128972,129323,129738,130121,130475,130771,131108,131481,131918,132349,132786,133200,133645,134106,134587,135086,135586,136204,136828,137464,138042,138717,139467,140293,141093,141905,142627,143494,144346,145192,146000,146903,147880,148854,149802,150763,151776,152733,153868,154837,155936,156926,158042,159084,160033,160847,161564,162165,162686,163171,163572,163970,164213,164458,164580,164748,164901,165024,164990,165012,164956,165008,164882,164604,164314,164066,163866,163347,162682,162020,161495,160714,159930,158963,158196,157570,156859,155944,154938,154205,153685,153217,152782,152505,152326,152236,152044,151731,151526,151465,151326,150938,150439,149868,149234,148588,147726,146749,145649,144811,143986,143257,142612,142198,141778,141303,140813,140376,140258,140314,140544,140498,140469,140361,140279,140081,139899,139955,140143,140366,140476,140527,140617,140958,141343,141727,142122,142611,143240,143786,144281,144766,145228,145760,146203,146491,146669,146935,147276,147687,148047,148395,148692,148959,149264,149630,150133,150769,151428,152004,152549,153077,153526,153965,154500,155129,155789,156438,156950,157455,157948,158628,159294,159931,160668,161481,162338,163104,163843,164360,164992,165540,166386,167111,167900,168618,169351,170021,170681,171403,172142,173104,174072,175273,176231,177144,177911,178702,179495,180319,181050,181828,182607,183383,184053,184572,185153,185762,186445,187140,187789,188410,189076,189670,190243,190735,191269
